CODEST,FECHA,RVIENTO,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,PREC,HORAS0,HORAS7,ETO_PM_FAO,FECHA_2,AÑO,ESTACION
AL41,11/01/2015,150.17,-0.14,21.56,9.19,-1.143,21.88,13.9,78.23,45.39,11.95,85.3,0.0,1.0,12.0,2.576367921,2015-01-11,2015,INVIERNO
AL41,12/01/2015,129.96,0.1,15.34,8.04,-0.602,15.69,53.35,83.5,69.93,49.51,86.1,0.0,0.0,10.0,1.271330572,2015-01-12,2015,INVIERNO
AL41,13/01/2015,50.43,4.6,17.55,9.32,4.07,18.15,43.28,87.48,75.1,40.09,88.5,0.0,0.0,14.0,0.985532637,2015-01-13,2015,INVIERNO
AL41,14/01/2015,83.66,2.9,19.76,9.57,2.495,20.03,26.14,86.65,64.84,25.04,88.2,0.0,0.0,13.0,1.50739259,2015-01-14,2015,INVIERNO
AL41,15/01/2015,113.96,1.09,18.6,8.54,0.501,19.29,40.37,90.45,76.1,33.14,91.5,0.0,0.0,10.0,1.545367002,2015-01-15,2015,INVIERNO
AL41,16/01/2015,185.63,6.14,15.78,11.03,3.393,16.38,19.7,85.97,50.37,16.34,89.1,0.0,0.0,1.0,2.1653243,2015-01-16,2015,INVIERNO
AL41,17/01/2015,174.42,-0.81,13.8,6.9,-1.411,14.19,17.58,74.69,44.24,14.99,79.69,0.0,3.0,14.0,2.020529494,2015-01-17,2015,INVIERNO
AL41,18/01/2015,45.82,-4.22,11.48,4.1,-5.42,11.63,38.07,90.23,66.11,36.98,90.7,2.7,9.0,13.0,0.812179562,2015-01-18,2015,INVIERNO
AL41,19/01/2015,293.07,5.7,9.48,7.8,5.481,10.17,44.98,92.73,72.62,42.43,92.9,10.5,0.0,9.0,1.570449121,2015-01-19,2015,INVIERNO
AL41,20/01/2015,148.88,0.68,12.35,6.79,-0.029,13.07,27.6,87.27,51.93,23.19,88.2,0.0,0.0,12.0,1.594925114,2015-01-20,2015,INVIERNO
AL41,21/01/2015,142.23,-0.31,13.3,6.15,-0.872,13.86,33.82,88.45,62.15,31.94,89.6,0.0,1.0,12.0,1.552126309,2015-01-21,2015,INVIERNO
AL41,22/01/2015,215.63,4.36,11.33,8.5,3.564,11.8,34.0,74.65,48.48,32.42,79.6,0.0,0.0,9.0,1.882326625,2015-01-22,2015,INVIERNO
AL41,23/01/2015,227.35,7.75,13.42,10.22,6.663,13.82,25.61,44.28,34.76,24.11,46.63,0.0,0.0,0.0,2.652675515,2015-01-23,2015,INVIERNO
AL41,24/01/2015,290.61,0.77,13.65,8.34,-0.23,14.15,22.56,69.68,36.37,19.58,72.57,0.0,0.0,9.0,2.668493328,2015-01-24,2015,INVIERNO
AL41,25/01/2015,238.27,2.6,17.51,10.13,0.345,17.78,14.95,73.91,41.03,13.5,77.31,0.0,0.0,8.0,2.982103514,2015-01-25,2015,INVIERNO
AL41,26/01/2015,126.57,2.34,15.78,8.2,0.739,16.33,20.61,79.04,50.98,18.53,82.0,0.0,0.0,12.0,1.886158437,2015-01-26,2015,INVIERNO
AL41,27/01/2015,136.23,-0.63,17.74,8.23,-1.682,18.05,27.88,84.77,60.34,27.24,85.9,0.0,2.0,11.0,2.001028018,2015-01-27,2015,INVIERNO
AL41,28/01/2015,210.94,3.9,17.07,10.92,3.029,17.71,27.39,84.12,49.13,25.51,88.2,0.0,0.0,3.0,2.439831738,2015-01-28,2015,INVIERNO
AL41,29/01/2015,284.53,-0.07,20.86,10.6,-1.819,21.25,22.74,87.33,55.93,19.2,91.1,0.0,1.0,10.0,3.507136514,2015-01-29,2015,INVIERNO
AL41,30/01/2015,449.81,14.28,24.74,19.39,13.49,25.07,25.09,55.09,39.04,23.68,56.36,0.0,0.0,0.0,5.568286613,2015-01-30,2015,INVIERNO
AL41,31/01/2015,462.81,9.68,20.07,14.97,8.11,20.57,31.46,63.62,43.94,26.93,76.08,2.3,0.0,0.0,4.325150168,2015-01-31,2015,INVIERNO
AL41,01/02/2015,238.33,5.69,13.05,9.32,3.664,13.38,21.53,46.7,32.15,19.92,49.03,0.0,0.0,5.0,2.806040553,2015-02-01,2015,INVIERNO
AL41,02/02/2015,306.48,6.66,14.54,10.07,5.552,15.26,28.79,57.04,41.2,26.83,58.66,0.0,0.0,2.0,3.115493841,2015-02-02,2015,INVIERNO
AL41,03/02/2015,280.57,5.6,16.98,11.83,4.745,17.85,28.69,68.52,45.82,26.49,74.28,0.0,0.0,1.0,3.023015813,2015-02-03,2015,INVIERNO
AL41,04/02/2015,294.44,6.01,11.15,8.65,5.115,11.72,20.3,61.31,37.61,17.49,70.04,0.3,0.0,6.0,2.833122185,2015-02-04,2015,INVIERNO
AL41,05/02/2015,322.67,5.17,10.83,7.29,4.61,11.46,18.97,36.21,26.57,17.43,37.89,0.0,0.0,11.0,3.326557894,2015-02-05,2015,INVIERNO
AL41,06/02/2015,181.9,2.79,13.21,7.55,1.954,14.01,16.44,43.33,29.23,14.85,47.19,0.0,0.0,13.0,2.585568197,2015-02-06,2015,INVIERNO
AL41,07/02/2015,158.59,-0.74,8.91,4.2,-1.751,9.25,41.28,64.48,51.98,38.89,67.47,0.0,3.0,17.0,1.530103136,2015-02-07,2015,INVIERNO
AL41,08/02/2015,131.39,0.44,12.6,6.24,-0.636,13.07,30.66,75.97,54.86,29.47,77.92,0.0,0.0,14.0,1.832566369,2015-02-08,2015,INVIERNO
AL41,09/02/2015,137.2,-1.82,11.67,4.9,-2.892,12.44,44.51,86.45,69.72,42.01,87.5,0.2,8.0,12.0,1.392284301,2015-02-09,2015,INVIERNO
AL41,10/02/2015,182.7,5.38,10.41,8.23,4.914,11.0,72.05,91.1,81.77,70.92,91.4,1.4,0.0,6.0,1.087923645,2015-02-10,2015,INVIERNO
AL41,11/02/2015,216.86,6.52,14.59,10.29,5.312,15.02,56.95,87.48,73.6,54.98,88.7,0.0,0.0,3.0,1.804545301,2015-02-11,2015,INVIERNO
AL41,12/02/2015,118.27,7.58,9.73,8.82,7.339,10.07,80.98,91.45,87.8,80.4,91.6,14.3,0.0,0.0,0.762714811,2015-02-12,2015,INVIERNO
AL41,13/02/2015,85.38,2.33,15.67,8.64,1.717,16.19,49.24,92.43,81.34,46.41,92.8,0.0,0.0,9.0,1.525748585,2015-02-13,2015,INVIERNO
AL41,14/02/2015,319.77,5.21,18.35,13.15,4.137,19.13,37.51,77.22,51.53,34.25,87.4,0.0,0.0,2.0,3.108139175,2015-02-14,2015,INVIERNO
AL41,15/02/2015,200.96,10.73,19.22,14.65,10.33,20.17,35.16,73.96,50.71,32.33,76.2,0.0,0.0,0.0,2.795514222,2015-02-15,2015,INVIERNO
AL41,16/02/2015,235.41,6.96,19.98,14.45,5.987,20.47,29.23,74.48,47.33,27.27,77.55,0.0,0.0,1.0,3.251474388,2015-02-16,2015,INVIERNO
AL41,17/02/2015,312.92,8.26,13.11,10.46,8.11,13.96,56.82,89.13,71.6,48.89,90.7,6.4,0.0,0.0,1.768837744,2015-02-17,2015,INVIERNO
AL41,18/02/2015,306.77,8.3,12.77,10.79,8.11,13.08,58.65,90.85,73.62,57.0,91.1,1.0,0.0,0.0,1.645807061,2015-02-18,2015,INVIERNO
AL41,19/02/2015,292.53,8.16,14.32,10.91,7.745,14.86,44.64,80.38,65.86,41.14,82.0,0.0,0.0,0.0,2.550979971,2015-02-19,2015,INVIERNO
AL41,20/02/2015,232.91,4.68,14.83,10.39,3.359,15.32,46.35,85.77,65.99,43.64,87.0,0.1,0.0,2.0,2.182377782,2015-02-20,2015,INVIERNO
AL41,21/02/2015,162.57,1.92,15.34,9.56,1.21,16.17,31.87,89.82,63.92,30.83,91.8,0.0,0.0,10.0,2.096713722,2015-02-21,2015,INVIERNO
AL41,22/02/2015,295.68,9.75,18.07,13.19,8.65,18.35,20.95,50.43,32.04,19.57,53.85,0.0,0.0,0.0,4.214766859,2015-02-22,2015,INVIERNO
AL41,23/02/2015,210.67,4.65,20.68,13.96,3.971,21.2,32.86,73.5,46.36,29.64,76.49,0.0,0.0,5.0,3.13599545,2015-02-23,2015,INVIERNO
AL41,24/02/2015,216.84,8.29,18.07,14.18,6.494,18.42,15.51,50.37,29.77,14.28,58.42,0.0,0.0,0.0,3.693629147,2015-02-24,2015,INVIERNO
AL41,25/02/2015,347.35,11.1,16.89,14.05,10.57,17.18,27.28,34.16,30.98,26.43,36.38,0.0,0.0,0.0,4.346059594,2015-02-25,2015,INVIERNO
AL41,26/02/2015,341.23,14.61,21.7,17.76,12.71,22.34,27.44,45.75,35.95,26.21,50.92,0.0,0.0,0.0,5.149353435,2015-02-26,2015,INVIERNO
AL41,27/02/2015,248.92,10.51,20.14,16.56,8.51,20.57,22.13,51.61,34.88,21.07,53.94,0.0,0.0,0.0,4.044874334,2015-02-27,2015,INVIERNO
AL41,28/02/2015,143.97,3.34,19.41,11.26,2.732,20.09,25.97,79.57,54.71,24.33,83.4,0.0,0.0,7.0,2.933121811,2015-02-28,2015,INVIERNO
AL41,01/03/2015,156.18,5.31,22.74,12.95,4.035,23.55,28.43,78.86,57.08,27.15,82.3,0.0,0.0,7.0,3.301014298,2015-03-01,2015,INVIERNO
AL41,02/03/2015,150.6,7.19,24.99,15.13,5.92,25.71,29.77,77.83,57.31,26.31,82.5,0.0,0.0,0.0,3.547022219,2015-03-02,2015,INVIERNO
AL41,03/03/2015,182.35,10.78,24.79,16.41,10.43,25.61,28.96,87.05,59.04,27.73,88.0,0.0,0.0,0.0,3.809982289,2015-03-03,2015,INVIERNO
AL41,04/03/2015,239.63,8.77,23.61,14.63,8.14,24.5,25.29,93.17,68.98,22.77,93.9,0.0,0.0,0.0,4.112714764,2015-03-04,2015,INVIERNO
AL41,05/03/2015,297.6,4.08,17.0,11.09,1.748,17.48,11.67,81.25,26.18,11.1,82.4,0.0,0.0,3.0,4.058380207,2015-03-05,2015,INVIERNO
AL41,06/03/2015,168.29,-1.48,16.6,7.61,-2.282,17.14,13.22,69.66,38.3,11.51,72.82,0.0,2.0,12.0,3.238654664,2015-03-06,2015,INVIERNO
AL41,07/03/2015,130.68,-1.58,19.35,8.3,-2.76,19.96,21.85,78.72,54.36,20.38,81.0,0.0,5.0,12.0,3.074983122,2015-03-07,2015,INVIERNO
AL41,08/03/2015,178.6,0.07,17.56,9.03,-1.38,17.98,39.59,81.32,64.57,37.02,84.5,0.0,0.0,9.0,2.756718296,2015-03-08,2015,INVIERNO
AL41,09/03/2015,214.86,4.74,17.68,11.21,3.763,18.45,45.79,85.77,69.93,42.02,88.2,0.0,0.0,4.0,2.943300147,2015-03-09,2015,INVIERNO
AL41,10/03/2015,145.61,1.44,19.73,9.97,0.095,20.2,39.02,91.2,69.64,35.73,91.8,0.0,0.0,11.0,2.951415336,2015-03-10,2015,INVIERNO
AL41,11/03/2015,115.15,1.75,26.8,12.82,1.041,27.38,14.07,83.97,53.77,12.58,85.9,0.0,0.0,9.0,3.868766293,2015-03-11,2015,INVIERNO
AL41,12/03/2015,173.81,5.42,26.08,15.47,4.103,26.65,15.83,70.08,42.11,13.96,73.79,0.0,0.0,4.0,4.530918111,2015-03-12,2015,INVIERNO
AL41,13/03/2015,209.3,8.81,18.6,13.24,7.846,19.76,47.74,88.58,66.9,45.15,89.0,0.0,0.0,0.0,3.033851295,2015-03-13,2015,INVIERNO
AL41,14/03/2015,182.86,5.09,13.55,10.28,4.474,14.02,57.29,83.75,73.25,49.37,85.7,0.0,0.0,3.0,1.908273437,2015-03-14,2015,INVIERNO
AL41,15/03/2015,178.29,3.53,14.46,10.01,2.765,15.36,43.07,85.62,65.54,40.45,87.7,0.0,0.0,5.0,2.365412135,2015-03-15,2015,INVIERNO
AL41,16/03/2015,221.53,7.13,15.49,11.03,6.292,16.53,39.78,77.66,58.71,34.66,79.3,0.0,0.0,0.0,3.02994621,2015-03-16,2015,INVIERNO
AL41,17/03/2015,204.36,2.17,14.78,9.69,1.143,15.32,44.2,81.38,64.36,41.58,84.3,2.1,0.0,6.0,2.672284091,2015-03-17,2015,INVIERNO
AL41,18/03/2015,208.46,7.79,11.07,9.59,7.643,11.48,77.99,91.4,86.62,74.07,91.6,19.0,0.0,0.0,1.029960793,2015-03-18,2015,INVIERNO
AL41,19/03/2015,338.88,10.13,14.48,12.01,10.03,14.77,74.36,92.33,84.3,70.35,92.6,0.7,0.0,0.0,1.464742706,2015-03-19,2015,INVIERNO
AL41,20/03/2015,297.77,11.9,14.9,13.17,11.6,15.37,71.93,88.7,78.12,67.8,89.4,1.0,0.0,0.0,1.520279225,2015-03-20,2015,INVIERNO
AL41,21/03/2015,130.24,7.76,16.41,11.97,7.135,16.97,67.47,92.08,85.27,62.07,92.5,16.5,0.0,0.0,2.321728968,2015-03-21,2015,PRIMAVERA
AL41,22/03/2015,147.98,7.65,16.15,12.0,7.271,16.8,61.27,92.32,82.54,53.97,92.7,0.4,0.0,0.0,2.354080924,2015-03-22,2015,PRIMAVERA
AL41,23/03/2015,187.3,10.34,16.65,12.92,9.99,17.51,63.44,92.8,84.33,58.99,93.0,1.7,0.0,0.0,2.303744744,2015-03-23,2015,PRIMAVERA
AL41,24/03/2015,149.66,10.53,13.6,11.83,10.36,14.09,62.41,92.3,83.93,58.1,92.4,7.2,0.0,0.0,1.72235299,2015-03-24,2015,PRIMAVERA
AL41,25/03/2015,345.65,8.67,13.84,11.2,8.41,14.19,31.57,89.05,52.81,29.3,89.4,0.8,0.0,0.0,3.370335112,2015-03-25,2015,PRIMAVERA
AL41,26/03/2015,298.4,8.08,17.26,11.6,7.711,17.85,30.73,73.72,41.09,28.36,78.13,0.0,0.0,0.0,4.111254578,2015-03-26,2015,PRIMAVERA
AL41,27/03/2015,235.0,7.18,24.13,17.71,6.494,24.6,30.0,87.17,49.0,27.53,88.4,0.0,0.0,0.0,4.630821,2015-03-27,2015,PRIMAVERA
AL41,28/03/2015,307.45,10.28,27.34,20.37,9.52,28.0,16.38,78.85,40.07,14.17,80.4,0.0,0.0,0.0,6.297646836,2015-03-28,2015,PRIMAVERA
AL41,29/03/2015,153.53,9.47,29.17,18.44,8.72,29.77,14.0,82.57,50.57,12.31,84.8,0.0,0.0,0.0,5.179137369,2015-03-29,2015,PRIMAVERA
AL41,30/03/2015,155.04,13.45,29.63,20.57,12.28,30.64,14.68,72.66,40.35,12.78,78.52,0.0,0.0,0.0,5.139396933,2015-03-30,2015,PRIMAVERA
AL41,31/03/2015,212.15,14.09,30.03,21.8,13.59,30.48,20.3,65.0,38.36,19.02,70.35,0.0,0.0,0.0,6.067897848,2015-03-31,2015,PRIMAVERA
AL41,01/04/2015,243.72,10.7,22.0,16.41,9.7,22.59,34.4,78.52,55.24,32.12,82.6,0.0,0.0,0.0,4.643965507,2015-04-01,2015,PRIMAVERA
AL41,02/04/2015,136.64,5.38,20.09,12.78,4.037,21.04,43.62,85.63,69.42,39.28,87.3,0.0,0.0,3.0,3.217075256,2015-04-02,2015,PRIMAVERA
AL41,03/04/2015,147.43,4.7,21.66,13.39,4.109,22.11,36.4,91.25,66.99,34.68,92.1,0.0,0.0,6.0,3.694465063,2015-04-03,2015,PRIMAVERA
AL41,04/04/2015,160.81,6.34,21.15,13.64,5.785,21.95,38.67,86.9,67.43,33.57,88.4,0.0,0.0,2.0,3.681267596,2015-04-04,2015,PRIMAVERA
AL41,05/04/2015,203.52,6.14,20.8,13.7,4.846,21.55,30.14,90.18,67.67,24.67,91.4,0.0,0.0,4.0,4.266507801,2015-04-05,2015,PRIMAVERA
AL41,06/04/2015,276.27,9.55,17.78,13.61,8.72,18.35,33.27,86.25,66.24,31.15,87.9,0.0,0.0,0.0,3.431257713,2015-04-06,2015,PRIMAVERA
AL41,07/04/2015,301.2,10.22,15.16,12.03,9.69,15.44,47.67,84.25,66.75,45.71,85.3,5.4,0.0,0.0,2.537720254,2015-04-07,2015,PRIMAVERA
AL41,08/04/2015,353.89,10.65,15.08,12.37,10.3,15.74,47.88,82.17,62.08,44.83,82.9,0.2,0.0,0.0,3.18689199,2015-04-08,2015,PRIMAVERA
AL41,09/04/2015,267.23,9.67,15.39,12.15,9.08,15.98,51.07,81.07,66.76,48.95,84.6,0.3,0.0,0.0,2.449150532,2015-04-09,2015,PRIMAVERA
AL41,10/04/2015,171.57,7.57,18.72,13.16,6.9,19.26,43.44,86.77,66.2,40.8,87.6,0.0,0.0,0.0,3.64288253,2015-04-10,2015,PRIMAVERA
AL41,11/04/2015,88.42,10.22,15.83,12.32,9.63,16.23,70.92,89.33,84.02,68.72,90.4,3.9,0.0,0.0,1.446811465,2015-04-11,2015,PRIMAVERA
AL41,12/04/2015,334.16,10.95,19.81,14.8,10.7,20.1,45.32,90.62,69.06,41.81,91.0,4.4,0.0,0.0,3.993195636,2015-04-12,2015,PRIMAVERA
AL41,13/04/2015,351.41,13.03,20.1,16.6,12.58,20.37,38.66,56.64,46.53,37.02,59.34,0.0,0.0,0.0,4.781154529,2015-04-13,2015,PRIMAVERA
AL41,14/04/2015,395.57,13.12,22.95,17.6,12.79,23.45,29.52,54.07,39.45,27.05,55.24,0.0,0.0,0.0,6.192414918,2015-04-14,2015,PRIMAVERA
AL41,15/04/2015,268.08,11.84,17.04,15.35,11.14,17.28,36.39,90.73,62.77,35.01,91.5,3.4,0.0,0.0,2.695332392,2015-04-15,2015,PRIMAVERA
AL41,16/04/2015,119.74,9.79,21.22,15.51,8.91,22.58,47.85,92.6,73.68,34.82,93.0,0.4,0.0,0.0,3.70377073,2015-04-16,2015,PRIMAVERA
AL41,17/04/2015,179.82,9.59,23.53,15.97,8.66,24.16,31.93,89.1,60.5,30.33,90.7,0.0,0.0,0.0,4.610009914,2015-04-17,2015,PRIMAVERA
AL41,18/04/2015,204.92,6.19,23.36,14.62,5.379,23.96,31.68,88.02,65.25,29.79,90.8,0.0,0.0,2.0,4.763728988,2015-04-18,2015,PRIMAVERA
AL41,19/04/2015,275.11,8.81,21.79,16.16,7.542,22.44,32.2,88.95,50.86,29.15,91.9,0.0,0.0,0.0,4.90860067,2015-04-19,2015,PRIMAVERA
AL41,20/04/2015,205.64,6.82,22.34,15.01,5.785,23.01,32.33,82.03,57.99,30.36,84.8,0.0,0.0,1.0,4.769415969,2015-04-20,2015,PRIMAVERA
AL41,21/04/2015,297.03,10.85,20.8,15.47,10.09,21.38,38.67,85.88,61.11,35.6,87.9,0.0,0.0,0.0,4.375023559,2015-04-21,2015,PRIMAVERA
AL41,22/04/2015,202.08,12.66,22.41,16.44,12.28,23.05,43.65,85.7,64.99,42.3,87.1,0.0,0.0,0.0,4.305414501,2015-04-22,2015,PRIMAVERA
AL41,23/04/2015,170.48,9.33,25.62,17.33,8.55,26.35,32.65,90.9,66.64,27.19,91.9,0.0,0.0,0.0,4.889202299,2015-04-23,2015,PRIMAVERA
AL41,24/04/2015,211.67,7.58,23.01,15.43,6.629,23.99,49.63,92.28,77.09,46.32,92.7,0.0,0.0,0.0,4.275804272,2015-04-24,2015,PRIMAVERA
AL41,25/04/2015,172.25,11.48,25.31,17.97,10.09,25.81,21.69,93.37,62.18,20.04,93.6,0.0,0.0,0.0,4.695441166,2015-04-25,2015,PRIMAVERA
AL41,26/04/2015,197.9,14.28,24.52,18.63,13.66,25.27,37.61,81.9,60.76,30.8,85.1,11.0,0.0,0.0,4.537002966,2015-04-26,2015,PRIMAVERA
AL41,27/04/2015,252.36,13.58,22.92,17.95,13.06,23.91,25.23,58.27,41.59,23.62,60.86,0.1,0.0,0.0,4.883968288,2015-04-27,2015,PRIMAVERA
AL41,28/04/2015,222.05,8.06,24.37,17.06,7.136,24.94,24.15,80.07,47.74,22.13,84.1,0.0,0.0,0.0,5.679164593,2015-04-28,2015,PRIMAVERA
AL41,29/04/2015,194.42,9.88,23.26,16.61,8.95,23.96,36.63,84.55,64.66,32.59,86.9,0.0,0.0,0.0,4.810682202,2015-04-29,2015,PRIMAVERA
AL41,30/04/2015,183.37,10.38,25.32,17.84,9.72,26.52,29.6,86.25,59.83,27.56,89.3,0.0,0.0,0.0,5.109025506,2015-04-30,2015,PRIMAVERA
AL41,01/05/2015,173.8,9.66,26.66,19.16,8.85,27.39,30.91,88.85,57.11,29.95,90.4,0.0,0.0,0.0,5.272355953,2015-05-01,2015,PRIMAVERA
AL41,02/05/2015,196.23,14.39,30.75,22.67,13.56,31.85,18.86,73.34,39.88,17.3,77.6,0.0,0.0,0.0,6.75705076,2015-05-02,2015,PRIMAVERA
AL41,03/05/2015,157.4,10.46,33.48,22.69,9.79,34.17,19.04,76.13,44.47,16.76,77.96,0.0,0.0,0.0,6.545302969,2015-05-03,2015,PRIMAVERA
AL41,04/05/2015,109.33,16.04,30.18,21.81,15.61,31.59,24.46,69.74,51.54,21.95,72.77,0.0,0.0,0.0,4.374090654,2015-05-04,2015,PRIMAVERA
AL41,05/05/2015,163.52,18.36,29.24,23.88,17.66,29.67,20.56,66.29,37.5,18.65,68.43,0.0,0.0,0.0,5.449270463,2015-05-05,2015,PRIMAVERA
AL41,06/05/2015,331.92,14.77,27.11,21.48,14.03,27.79,23.01,57.37,33.83,21.18,61.12,0.0,0.0,0.0,7.339843379,2015-05-06,2015,PRIMAVERA
AL41,07/05/2015,201.92,8.7,27.1,18.78,8.05,27.94,27.31,75.71,50.39,24.69,78.1,0.0,0.0,0.0,6.068674202,2015-05-07,2015,PRIMAVERA
AL41,08/05/2015,197.48,9.31,28.86,20.69,8.88,29.48,21.19,85.55,50.51,19.09,87.8,0.0,0.0,0.0,6.380044591,2015-05-08,2015,PRIMAVERA
AL41,09/05/2015,221.68,17.05,29.94,23.57,16.21,30.92,21.57,79.1,41.89,20.17,81.3,0.0,0.0,0.0,6.908644126,2015-05-09,2015,PRIMAVERA
AL41,10/05/2015,231.89,12.42,27.97,21.0,11.78,28.71,23.73,85.1,50.3,21.76,86.6,0.0,0.0,0.0,6.51122126,2015-05-10,2015,PRIMAVERA
AL41,11/05/2015,300.78,14.05,29.36,21.69,12.82,29.78,16.75,60.71,37.02,15.24,64.47,0.0,0.0,0.0,7.889652532,2015-05-11,2015,PRIMAVERA
AL41,12/05/2015,194.69,11.07,31.31,21.38,10.6,32.19,9.94,52.63,34.31,7.519,56.29,0.0,0.0,0.0,7.32557801,2015-05-12,2015,PRIMAVERA
AL41,13/05/2015,160.1,10.93,31.5,21.55,10.27,32.29,23.86,64.15,42.04,19.02,69.04,0.0,0.0,0.0,6.399744928,2015-05-13,2015,PRIMAVERA
AL41,14/05/2015,234.7,13.02,37.03,25.66,11.94,38.25,10.67,68.6,32.57,9.58,71.26,0.0,0.0,0.0,8.54353124,2015-05-14,2015,PRIMAVERA
AL41,15/05/2015,387.1,15.89,26.92,23.01,14.7,28.07,16.78,68.63,38.64,14.71,71.92,0.0,0.0,0.0,7.923228479,2015-05-15,2015,PRIMAVERA
AL41,16/05/2015,260.84,11.31,25.15,18.41,9.8,26.15,18.88,82.97,52.15,14.5,88.3,0.0,0.0,0.0,6.554314862,2015-05-16,2015,PRIMAVERA
AL41,17/05/2015,230.17,8.19,25.86,18.2,7.643,26.49,24.23,81.37,47.87,21.59,83.9,0.0,0.0,0.0,6.287397782,2015-05-17,2015,PRIMAVERA
AL41,18/05/2015,205.25,7.49,26.98,18.6,6.866,27.73,24.41,70.91,48.09,23.11,74.98,0.0,0.0,0.0,6.200904383,2015-05-18,2015,PRIMAVERA
AL41,19/05/2015,337.69,16.33,28.49,21.54,15.67,29.48,29.97,75.09,57.06,25.97,77.2,0.0,0.0,0.0,7.204270286,2015-05-19,2015,PRIMAVERA
AL41,20/05/2015,248.83,16.07,22.02,18.12,15.75,22.95,45.89,82.34,66.24,43.92,85.6,1.4,0.0,0.0,3.941042953,2015-05-20,2015,PRIMAVERA
AL41,21/05/2015,198.95,12.76,21.4,17.57,12.14,22.36,37.86,87.37,60.1,34.99,88.4,0.0,0.0,0.0,4.351027782,2015-05-21,2015,PRIMAVERA
AL41,22/05/2015,197.76,10.62,22.02,17.13,9.55,23.33,37.67,82.28,57.08,33.5,84.3,0.0,0.0,0.0,4.465009406,2015-05-22,2015,PRIMAVERA
AL41,23/05/2015,185.62,6.96,23.22,16.02,6.258,24.02,31.97,83.02,57.6,29.14,86.0,0.0,0.0,1.0,5.398900706,2015-05-23,2015,PRIMAVERA
AL41,24/05/2015,195.21,10.68,21.24,16.83,9.45,21.65,32.93,77.37,53.37,28.11,79.49,0.0,0.0,0.0,3.830695528,2015-05-24,2015,PRIMAVERA
AL41,25/05/2015,263.38,14.96,24.89,19.57,14.16,25.58,24.89,66.76,45.83,23.51,67.77,0.0,0.0,0.0,6.021812841,2015-05-25,2015,PRIMAVERA
AL41,26/05/2015,309.75,11.18,26.4,19.99,10.23,26.86,22.2,79.13,45.73,20.61,82.9,0.0,0.0,0.0,6.956312681,2015-05-26,2015,PRIMAVERA
AL41,27/05/2015,248.94,11.85,26.24,19.64,10.9,26.89,24.69,84.47,59.13,23.11,88.7,0.0,0.0,0.0,6.355309458,2015-05-27,2015,PRIMAVERA
AL41,28/05/2015,231.55,12.82,26.73,19.72,12.05,27.5,21.19,88.02,52.66,19.6,89.4,0.0,0.0,0.0,6.563435344,2015-05-28,2015,PRIMAVERA
AL41,29/05/2015,229.58,12.74,27.28,19.84,11.74,27.72,23.45,71.61,45.86,21.99,73.52,0.0,0.0,0.0,5.806414315,2015-05-29,2015,PRIMAVERA
AL41,30/05/2015,204.1,13.4,27.36,20.29,12.45,28.6,27.95,81.97,55.09,26.31,83.2,0.0,0.0,0.0,5.49112478,2015-05-30,2015,PRIMAVERA
AL41,31/05/2015,218.25,14.18,28.4,21.81,12.82,29.34,27.59,81.55,53.59,22.77,83.6,0.0,0.0,0.0,5.825611126,2015-05-31,2015,PRIMAVERA
AL41,01/06/2015,218.31,14.06,27.2,20.99,13.52,28.09,31.82,85.2,57.3,28.27,86.9,0.0,0.0,0.0,6.273567149,2015-06-01,2015,PRIMAVERA
AL41,02/06/2015,210.12,11.5,29.63,21.56,10.87,30.42,21.09,83.15,48.98,19.73,86.8,0.0,0.0,0.0,6.917900321,2015-06-02,2015,PRIMAVERA
AL41,03/06/2015,251.09,13.14,30.6,22.21,12.55,31.22,14.49,68.9,38.78,13.62,73.26,0.0,0.0,0.0,7.905904165,2015-06-03,2015,PRIMAVERA
AL41,04/06/2015,275.64,12.98,29.88,22.02,12.38,30.39,17.07,65.87,37.88,15.51,70.39,0.0,0.0,0.0,7.92990822,2015-06-04,2015,PRIMAVERA
AL41,05/06/2015,234.38,11.33,29.73,21.5,10.53,30.89,28.68,62.03,45.29,26.14,66.51,0.0,0.0,0.0,7.130507614,2015-06-05,2015,PRIMAVERA
AL41,06/06/2015,256.5,12.91,30.65,22.56,12.22,31.36,17.3,78.04,40.26,15.34,80.8,0.0,0.0,0.0,7.760582314,2015-06-06,2015,PRIMAVERA
AL41,07/06/2015,215.95,11.04,30.09,21.9,9.26,30.99,14.45,63.44,34.9,13.52,66.68,0.0,0.0,0.0,7.494891826,2015-06-07,2015,PRIMAVERA
AL41,08/06/2015,218.12,12.81,31.37,22.89,11.31,32.16,18.44,54.47,34.58,16.96,59.04,0.0,0.0,0.0,7.629253805,2015-06-08,2015,PRIMAVERA
AL41,09/06/2015,192.98,15.06,31.32,23.14,13.9,32.93,19.04,57.98,38.55,16.59,61.63,0.0,0.0,0.0,6.958408498,2015-06-09,2015,PRIMAVERA
AL41,10/06/2015,227.56,13.51,30.46,23.2,12.52,31.25,24.49,66.4,45.32,22.96,72.85,0.0,0.0,0.0,7.268938028,2015-06-10,2015,PRIMAVERA
AL41,11/06/2015,175.01,17.27,24.14,19.8,16.28,24.58,55.31,88.97,75.55,51.05,90.2,6.1,0.0,0.0,2.7855799,2015-06-11,2015,PRIMAVERA
