CODEST,FECHA,RVIENTO,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,PREC,HORAS0,HORAS7,ETO_PM_FAO,FECHA_2,AÑO,ESTACION
AL41,12/06/2015,251.61,17.34,27.88,22.64,16.72,28.77,30.73,91.5,57.04,27.35,92.3,0.0,0.0,0.0,6.534421774,2015-06-12,2015,PRIMAVERA
AL41,13/06/2015,218.98,17.52,28.85,23.65,17.19,29.48,23.57,73.68,42.94,21.35,76.43,0.0,0.0,0.0,6.901026361,2015-06-13,2015,PRIMAVERA
AL41,14/06/2015,233.69,13.13,26.46,20.82,11.98,27.18,21.43,68.64,37.85,19.63,72.28,0.0,0.0,0.0,6.288671545,2015-06-14,2015,PRIMAVERA
AL41,15/06/2015,221.45,13.48,27.32,20.92,12.89,28.13,23.85,70.4,44.16,22.46,75.37,0.1,0.0,0.0,6.173790154,2015-06-15,2015,PRIMAVERA
AL41,16/06/2015,207.15,13.2,27.46,20.43,12.05,28.67,25.85,81.93,48.62,23.71,83.4,0.0,0.0,0.0,5.834936849,2015-06-16,2015,PRIMAVERA
AL41,17/06/2015,212.0,11.1,29.62,21.06,10.46,30.58,23.34,67.07,44.67,21.08,72.43,0.0,0.0,0.0,7.075244786,2015-06-17,2015,PRIMAVERA
AL41,18/06/2015,180.38,12.6,28.03,21.36,12.14,28.74,28.02,79.24,52.12,26.68,81.6,0.0,0.0,0.0,6.436863753,2015-06-18,2015,PRIMAVERA
AL41,19/06/2015,200.5,12.67,30.15,22.14,11.91,31.08,25.57,69.81,44.1,23.54,71.8,0.0,0.0,0.0,7.034818124,2015-06-19,2015,PRIMAVERA
AL41,20/06/2015,228.19,12.57,30.46,22.92,12.09,31.2,21.08,72.18,43.45,18.99,74.41,0.0,0.0,0.0,7.390314646,2015-06-20,2015,PRIMAVERA
AL41,21/06/2015,199.11,14.97,31.44,23.8,13.26,32.09,24.64,83.95,50.27,23.53,84.8,0.0,0.0,0.0,7.086033012,2015-06-21,2015,VERANO
AL41,22/06/2015,191.96,15.65,34.28,24.72,14.77,35.22,14.45,67.91,41.84,13.76,71.32,0.0,0.0,0.0,7.785750879,2015-06-22,2015,VERANO
AL41,23/06/2015,155.43,14.79,32.85,24.87,14.4,33.5,20.29,65.75,40.02,18.14,68.17,0.0,0.0,0.0,6.1974809,2015-06-23,2015,VERANO
AL41,24/06/2015,233.06,14.24,30.97,23.52,13.39,31.89,22.67,64.0,49.98,20.81,66.76,0.0,0.0,0.0,7.297869008,2015-06-24,2015,VERANO
AL41,25/06/2015,196.62,15.84,29.92,23.42,15.55,30.72,24.7,79.86,52.41,23.68,81.6,0.0,0.0,0.0,6.905814844,2015-06-25,2015,VERANO
AL41,26/06/2015,201.14,14.77,31.29,23.96,13.96,31.93,23.52,74.79,44.86,21.45,76.83,0.0,0.0,0.0,7.210986476,2015-06-26,2015,VERANO
AL41,27/06/2015,212.74,14.45,33.87,25.69,13.9,34.41,14.48,65.47,33.41,13.35,69.33,0.0,0.0,0.0,8.020698026,2015-06-27,2015,VERANO
AL41,28/06/2015,197.2,15.05,37.33,27.16,14.04,38.69,10.25,51.11,28.65,9.91,56.15,0.0,0.0,0.0,8.573399585,2015-06-28,2015,VERANO
AL41,29/06/2015,206.47,15.94,36.05,26.96,15.38,36.87,14.97,65.12,36.44,14.57,66.32,0.0,0.0,0.0,8.265462666,2015-06-29,2015,VERANO
AL41,30/06/2015,249.34,17.67,36.19,27.75,17.19,37.07,14.6,62.26,36.26,13.79,64.38,0.0,0.0,0.0,8.876888586,2015-06-30,2015,VERANO
AL41,01/07/2015,274.77,19.41,34.57,27.86,18.5,35.39,21.11,60.28,36.81,16.89,63.35,0.0,0.0,0.0,8.600935875,2015-07-01,2015,VERANO
AL41,02/07/2015,286.06,22.09,33.27,27.78,21.29,33.97,20.96,72.37,45.89,18.65,73.7,0.0,0.0,0.0,7.969401516,2015-07-02,2015,VERANO
AL41,03/07/2015,319.3,23.38,34.2,27.79,23.1,34.71,29.87,79.06,55.66,28.49,79.81,0.0,0.0,0.0,8.188617299,2015-07-03,2015,VERANO
AL41,04/07/2015,306.38,19.53,35.45,28.43,17.96,36.2,18.49,63.33,40.83,16.69,68.3,0.0,0.0,0.0,9.303909796,2015-07-04,2015,VERANO
AL41,05/07/2015,267.23,19.97,37.17,28.99,19.17,38.18,17.96,68.94,41.22,16.39,70.75,0.0,0.0,0.0,9.122827302,2015-07-05,2015,VERANO
AL41,06/07/2015,232.73,18.95,39.07,29.01,18.64,39.69,11.07,69.35,35.48,9.71,71.3,0.0,0.0,0.0,9.285829969,2015-07-06,2015,VERANO
AL41,07/07/2015,186.57,16.43,40.86,29.14,15.85,41.51,8.43,61.42,30.28,7.821,64.77,0.0,0.0,0.0,8.891791945,2015-07-07,2015,VERANO
AL41,08/07/2015,231.74,17.78,39.51,29.52,17.33,40.64,12.68,60.89,34.53,11.39,62.26,0.0,0.0,0.0,9.106051894,2015-07-08,2015,VERANO
AL41,09/07/2015,271.93,23.84,33.35,27.38,23.69,34.38,33.54,81.42,61.95,32.0,82.5,0.0,0.0,0.0,7.658537081,2015-07-09,2015,VERANO
AL41,10/07/2015,234.7,21.16,33.0,26.52,20.66,33.94,30.29,84.12,61.09,27.99,84.8,0.0,0.0,0.0,7.311804349,2015-07-10,2015,VERANO
AL41,11/07/2015,210.17,19.38,33.63,26.84,18.24,34.28,38.23,84.98,60.2,30.78,86.5,0.0,0.0,0.0,7.092286096,2015-07-11,2015,VERANO
AL41,12/07/2015,203.72,17.79,33.72,26.45,16.79,34.61,30.73,76.64,56.56,29.4,81.4,0.0,0.0,0.0,7.345505557,2015-07-12,2015,VERANO
AL41,13/07/2015,216.29,20.5,33.53,26.81,20.19,34.04,31.23,84.73,59.35,29.34,86.2,0.0,0.0,0.0,7.347308655,2015-07-13,2015,VERANO
AL41,14/07/2015,219.99,17.38,34.69,26.51,16.62,35.46,22.75,85.92,54.56,20.07,87.2,0.0,0.0,0.0,7.722268568,2015-07-14,2015,VERANO
AL41,15/07/2015,190.29,18.43,35.18,27.17,17.02,35.76,26.84,86.15,56.81,25.56,87.5,0.0,0.0,0.0,7.319541719,2015-07-15,2015,VERANO
AL41,16/07/2015,169.69,17.99,36.15,27.48,16.92,37.01,19.3,80.61,47.98,16.55,82.0,0.0,0.0,0.0,7.476315837,2015-07-16,2015,VERANO
AL41,17/07/2015,179.41,17.91,35.82,27.09,17.56,36.57,24.17,73.5,51.25,20.33,77.6,0.0,0.0,0.0,7.060499799,2015-07-17,2015,VERANO
AL41,18/07/2015,259.38,20.56,33.85,27.29,19.71,34.65,28.19,82.65,57.13,22.59,84.5,0.0,0.0,0.0,7.642532002,2015-07-18,2015,VERANO
AL41,19/07/2015,165.19,19.68,34.5,27.46,18.71,35.52,29.57,85.18,57.71,22.56,87.2,0.0,0.0,0.0,6.567244773,2015-07-19,2015,VERANO
AL41,20/07/2015,211.2,19.99,34.53,27.47,19.0,35.29,30.08,80.96,58.65,28.49,84.0,0.0,0.0,0.0,7.362047568,2015-07-20,2015,VERANO
AL41,21/07/2015,253.74,20.75,33.75,27.73,20.01,34.61,29.39,85.87,59.91,25.79,87.7,0.0,0.0,0.0,7.610891612,2015-07-21,2015,VERANO
AL41,22/07/2015,228.16,18.83,35.49,27.09,17.9,36.23,30.13,81.05,60.26,27.05,84.2,1.9,0.0,0.0,7.242533873,2015-07-22,2015,VERANO
AL41,23/07/2015,207.3,20.25,34.38,27.18,20.05,35.32,30.17,90.25,63.2,28.89,90.8,0.0,0.0,0.0,7.07853683,2015-07-23,2015,VERANO
AL41,24/07/2015,270.4,21.11,34.47,27.95,20.49,35.25,38.76,87.27,64.31,35.64,88.6,0.0,0.0,0.0,7.523769299,2015-07-24,2015,VERANO
AL41,25/07/2015,347.72,22.05,33.94,29.6,21.22,34.81,22.94,78.73,45.56,22.17,83.0,0.0,0.0,0.0,8.671908092,2015-07-25,2015,VERANO
AL41,26/07/2015,236.76,23.41,33.93,28.1,23.15,35.08,35.43,83.63,64.39,33.41,84.6,0.0,0.0,0.0,7.369203855,2015-07-26,2015,VERANO
AL41,27/07/2015,226.12,20.53,37.35,29.3,20.05,38.22,22.91,90.23,55.26,16.45,91.2,0.0,0.0,0.0,8.143577375,2015-07-27,2015,VERANO
AL41,28/07/2015,282.2,25.17,34.12,28.91,24.35,34.75,37.95,83.5,60.41,34.66,84.8,0.0,0.0,0.0,7.531940631,2015-07-28,2015,VERANO
AL41,29/07/2015,213.03,22.03,35.24,28.3,21.46,35.86,35.07,85.17,62.8,33.07,86.9,0.0,0.0,0.0,6.796473805,2015-07-29,2015,VERANO
AL41,30/07/2015,236.69,24.35,33.8,28.37,23.38,34.58,40.32,82.59,65.02,38.4,85.7,0.0,0.0,0.0,6.382797819,2015-07-30,2015,VERANO
AL41,31/07/2015,227.37,23.24,31.94,27.56,22.87,32.57,45.86,83.75,67.39,43.77,85.3,0.0,0.0,0.0,5.64760884,2015-07-31,2015,VERANO
AL41,01/08/2015,290.62,22.04,32.03,27.09,20.88,33.13,40.16,85.62,64.52,36.65,87.4,0.0,0.0,0.0,6.92691002,2015-08-01,2015,VERANO
AL41,02/08/2015,264.08,24.59,31.73,27.44,24.11,32.66,40.15,76.41,56.6,37.46,78.83,0.0,0.0,0.0,6.71643428,2015-08-02,2015,VERANO
AL41,03/08/2015,189.0,21.64,35.77,28.26,21.26,36.4,19.48,84.62,50.11,16.01,85.7,0.0,0.0,0.0,6.990515263,2015-08-03,2015,VERANO
AL41,04/08/2015,192.66,19.77,34.24,27.66,19.38,34.81,26.38,72.62,49.04,25.15,74.13,0.2,0.0,0.0,7.017440665,2015-08-04,2015,VERANO
AL41,05/08/2015,202.44,21.33,33.7,28.14,20.25,34.48,40.48,81.28,61.23,38.3,82.8,0.0,0.0,0.0,6.459562749,2015-08-05,2015,VERANO
AL41,06/08/2015,176.28,23.62,34.03,28.83,23.07,34.58,45.12,80.83,62.4,41.94,82.4,0.0,0.0,0.0,5.539790201,2015-08-06,2015,VERANO
AL41,07/08/2015,195.89,23.18,35.21,29.12,22.67,35.83,33.34,69.57,50.22,30.66,71.28,0.0,0.0,0.0,6.121338616,2015-08-07,2015,VERANO
AL41,08/08/2015,209.96,22.26,34.92,28.74,21.66,35.76,27.04,67.08,44.08,24.44,70.47,0.0,0.0,0.0,6.082486919,2015-08-08,2015,VERANO
AL41,09/08/2015,223.99,22.96,33.23,27.47,22.61,34.28,39.72,83.85,65.33,36.72,85.0,0.0,0.0,0.0,5.743498127,2015-08-09,2015,VERANO
AL41,10/08/2015,204.19,24.28,33.37,27.26,23.69,34.14,48.32,89.37,74.84,44.11,89.8,27.0,0.0,0.0,5.287126371,2015-08-10,2015,VERANO
AL41,11/08/2015,173.58,24.5,30.32,27.29,24.32,31.13,60.88,91.1,78.09,53.39,91.5,0.0,0.0,0.0,4.155772561,2015-08-11,2015,VERANO
AL41,12/08/2015,233.72,24.88,34.29,28.51,24.56,35.22,41.31,89.33,69.97,32.7,89.9,0.0,0.0,0.0,6.761553532,2015-08-12,2015,VERANO
AL41,13/08/2015,171.56,22.94,37.89,29.5,21.96,38.52,4.24,91.22,44.1,3.203,91.6,0.0,0.0,0.0,7.536082345,2015-08-13,2015,VERANO
AL41,14/08/2015,262.35,21.17,32.03,26.84,19.98,32.81,12.2,59.87,26.06,11.47,64.84,0.0,0.0,0.0,8.031485927,2015-08-14,2015,VERANO
AL41,15/08/2015,189.15,19.41,32.16,24.84,19.05,33.1,17.63,76.37,50.06,16.19,78.62,1.3,0.0,0.0,6.358280984,2015-08-15,2015,VERANO
AL41,16/08/2015,207.44,20.16,29.89,25.01,19.71,30.76,40.3,87.55,64.9,32.86,88.2,0.0,0.0,0.0,5.631529623,2015-08-16,2015,VERANO
AL41,17/08/2015,206.43,20.11,32.58,26.46,19.41,33.41,31.4,83.2,58.03,28.33,84.4,0.0,0.0,0.0,6.601616462,2015-08-17,2015,VERANO
AL41,18/08/2015,196.15,19.88,31.79,26.09,19.28,32.36,37.57,85.2,63.48,34.16,86.4,0.0,0.0,0.0,6.129556698,2015-08-18,2015,VERANO
AL41,19/08/2015,210.56,23.96,31.35,26.93,23.71,32.4,40.86,80.17,62.74,38.28,81.6,0.0,0.0,0.0,5.483944324,2015-08-19,2015,VERANO
AL41,20/08/2015,218.4,21.58,31.86,26.8,20.75,32.64,35.81,86.33,59.63,34.26,87.4,0.0,0.0,0.0,6.308214051,2015-08-20,2015,VERANO
AL41,21/08/2015,204.33,19.0,32.51,26.04,18.2,33.03,26.12,80.6,55.25,25.09,82.2,0.0,0.0,0.0,6.448679221,2015-08-21,2015,VERANO
AL41,22/08/2015,229.51,19.06,31.97,25.46,18.64,32.83,28.78,84.62,61.59,26.98,86.8,0.0,0.0,0.0,6.589196383,2015-08-22,2015,VERANO
AL41,23/08/2015,231.2,18.11,32.72,26.02,17.46,33.4,23.04,85.7,53.9,19.62,87.6,0.0,0.0,0.0,6.672771986,2015-08-23,2015,VERANO
AL41,24/08/2015,195.3,18.44,31.92,25.28,16.89,32.39,20.4,55.8,37.79,19.29,61.82,0.0,0.0,0.0,6.704488716,2015-08-24,2015,VERANO
AL41,25/08/2015,286.55,19.69,31.08,26.04,18.87,32.01,23.63,69.88,38.76,22.57,71.49,0.0,0.0,0.0,7.061130018,2015-08-25,2015,VERANO
AL41,26/08/2015,189.95,18.59,31.66,25.11,17.63,32.36,35.1,86.22,62.38,32.74,87.1,0.0,0.0,0.0,5.816578853,2015-08-26,2015,VERANO
AL41,27/08/2015,184.59,19.04,32.61,25.48,18.41,33.4,36.94,85.67,64.4,31.86,86.8,0.0,0.0,0.0,5.993075876,2015-08-27,2015,VERANO
AL41,28/08/2015,170.13,19.32,33.12,25.82,18.44,33.64,22.69,84.98,57.48,18.45,88.0,0.0,0.0,0.0,6.132737027,2015-08-28,2015,VERANO
AL41,29/08/2015,221.73,17.62,31.75,25.23,16.75,32.39,35.91,79.64,60.77,33.42,81.6,0.0,0.0,0.0,5.917441737,2015-08-29,2015,VERANO
AL41,30/08/2015,178.3,20.86,31.89,26.56,20.12,32.59,41.45,85.98,64.11,39.45,86.9,0.0,0.0,0.0,5.31822993,2015-08-30,2015,VERANO
AL41,31/08/2015,191.14,21.9,32.13,26.33,21.56,33.13,42.25,87.17,68.88,38.17,87.6,0.5,0.0,0.0,4.71656499,2015-08-31,2015,VERANO
AL41,01/09/2015,189.26,22.46,31.64,26.37,22.03,32.27,39.88,89.65,70.32,37.13,89.9,0.0,0.0,0.0,4.987658113,2015-09-01,2015,VERANO
AL41,02/09/2015,195.33,21.0,31.31,25.51,20.18,32.29,41.47,84.58,68.22,38.98,86.4,0.0,0.0,0.0,5.650055516,2015-09-02,2015,VERANO
AL41,03/09/2015,177.93,18.09,30.76,24.22,17.39,31.58,27.17,85.77,59.33,25.32,87.3,0.0,0.0,0.0,5.562346469,2015-09-03,2015,VERANO
AL41,04/09/2015,227.75,20.39,28.9,24.51,19.61,29.54,33.55,78.32,56.74,29.34,79.46,0.0,0.0,0.0,5.139184905,2015-09-04,2015,VERANO
AL41,05/09/2015,234.6,20.23,25.81,22.76,19.74,26.29,53.88,90.7,68.04,50.84,91.5,18.8,0.0,0.0,2.866347365,2015-09-05,2015,VERANO
AL41,06/09/2015,219.28,17.35,19.42,18.62,17.16,19.81,84.83,91.57,89.22,81.8,91.8,38.1,0.0,0.0,1.260813952,2015-09-06,2015,VERANO
AL41,07/09/2015,170.49,18.27,22.2,20.2,18.14,22.6,79.62,91.62,86.4,75.83,91.8,7.0,0.0,0.0,1.849832994,2015-09-07,2015,VERANO
AL41,08/09/2015,122.93,16.58,26.01,20.13,16.09,26.96,48.23,91.05,78.7,41.73,91.5,0.9,0.0,0.0,3.979939103,2015-09-08,2015,VERANO
AL41,09/09/2015,154.02,14.05,24.84,19.67,13.5,25.27,65.12,93.03,81.14,61.8,93.2,0.0,0.0,0.0,3.618239666,2015-09-09,2015,VERANO
AL41,10/09/2015,150.75,18.03,26.66,22.02,17.66,27.13,57.54,92.23,78.42,53.23,92.4,0.0,0.0,0.0,3.979020545,2015-09-10,2015,VERANO
AL41,11/09/2015,155.53,16.2,28.34,21.83,15.61,28.78,45.57,91.87,73.06,40.78,92.3,0.0,0.0,0.0,4.248342043,2015-09-11,2015,VERANO
AL41,12/09/2015,101.74,15.81,26.3,20.93,15.34,26.69,45.18,90.57,71.66,40.45,90.8,0.0,0.0,0.0,2.62957377,2015-09-12,2015,VERANO
AL41,13/09/2015,175.36,17.0,28.6,22.15,16.48,29.25,43.52,93.78,71.94,39.5,94.0,0.0,0.0,0.0,4.45801757,2015-09-13,2015,VERANO
AL41,14/09/2015,174.54,14.56,29.11,21.83,14.24,29.68,25.58,82.63,55.41,24.22,85.6,0.0,0.0,0.0,5.145510377,2015-09-14,2015,VERANO
AL41,15/09/2015,162.61,14.88,27.8,21.52,14.17,28.44,34.18,86.33,61.76,30.86,86.8,0.0,0.0,0.0,4.618665386,2015-09-15,2015,VERANO
AL41,16/09/2015,229.78,15.3,29.62,22.61,14.75,30.12,30.49,82.51,57.36,28.84,85.1,0.0,0.0,0.0,5.501193235,2015-09-16,2015,VERANO
AL41,17/09/2015,275.13,20.79,27.44,24.15,20.51,27.99,28.18,72.48,46.37,27.61,74.79,0.0,0.0,0.0,5.822589782,2015-09-17,2015,VERANO
AL41,18/09/2015,263.52,17.14,26.09,22.11,15.98,26.79,28.01,78.73,43.11,27.13,81.3,0.0,0.0,0.0,4.922387922,2015-09-18,2015,VERANO
AL41,19/09/2015,230.63,17.82,25.07,21.62,16.55,25.34,46.13,81.42,61.47,43.92,83.1,0.0,0.0,0.0,3.529904316,2015-09-19,2015,VERANO
AL41,20/09/2015,168.47,12.81,28.06,20.4,11.92,28.53,22.9,89.05,64.07,18.99,89.9,0.0,0.0,0.0,4.741613475,2015-09-20,2015,VERANO
AL41,21/09/2015,155.47,13.91,28.13,21.13,13.66,28.61,46.84,85.85,67.85,43.85,87.0,0.0,0.0,0.0,3.921188739,2015-09-21,2015,VERANO
AL41,22/09/2015,193.35,15.16,32.82,23.01,14.53,33.3,24.24,88.05,61.09,20.26,89.5,0.0,0.0,0.0,5.539610233,2015-09-22,2015,VERANO
AL41,23/09/2015,208.92,15.58,27.82,21.94,14.14,28.5,21.35,75.05,53.73,19.49,77.87,0.0,0.0,0.0,5.14464289,2015-09-23,2015,OTOÑO
AL41,24/09/2015,149.16,16.42,26.2,21.42,16.02,26.89,34.78,83.57,60.46,33.73,84.5,0.0,0.0,0.0,3.977238463,2015-09-24,2015,OTOÑO
AL41,25/09/2015,166.55,11.58,26.93,19.05,10.87,27.5,42.74,85.88,67.43,38.69,87.8,0.0,0.0,0.0,4.053422419,2015-09-25,2015,OTOÑO
AL41,26/09/2015,158.7,11.31,26.14,19.22,10.03,26.49,44.77,87.65,70.22,42.17,89.5,0.0,0.0,0.0,3.727522735,2015-09-26,2015,OTOÑO
AL41,27/09/2015,195.88,14.98,26.18,19.8,14.1,26.93,46.7,89.68,73.52,42.37,90.6,5.8,0.0,0.0,3.498149437,2015-09-27,2015,OTOÑO
AL41,28/09/2015,207.98,14.03,23.38,18.5,13.9,23.88,46.46,88.33,71.66,42.92,88.7,0.0,0.0,0.0,3.333438684,2015-09-28,2015,OTOÑO
AL41,29/09/2015,185.61,14.84,21.59,17.79,14.34,21.85,57.72,88.7,76.15,56.05,89.6,0.0,0.0,0.0,2.344820999,2015-09-29,2015,OTOÑO
AL41,30/09/2015,156.72,13.11,24.53,18.63,12.39,25.04,41.29,87.85,69.91,38.86,88.9,0.0,0.0,0.0,3.342518738,2015-09-30,2015,OTOÑO
AL41,01/10/2015,182.31,13.25,25.35,18.96,12.65,25.91,47.7,90.37,73.83,43.35,91.6,0.0,0.0,0.0,3.221000652,2015-10-01,2015,OTOÑO
AL41,02/10/2015,204.63,13.04,27.33,19.9,12.31,28.2,26.86,90.67,65.13,22.5,91.1,0.0,0.0,0.0,4.471700923,2015-10-02,2015,OTOÑO
AL41,03/10/2015,86.53,14.14,25.42,19.55,13.6,25.68,49.36,88.15,71.39,47.06,89.8,0.0,0.0,0.0,2.209674591,2015-10-03,2015,OTOÑO
AL41,04/10/2015,105.74,13.3,27.53,20.49,12.35,28.21,42.73,87.02,67.94,38.55,87.9,0.0,0.0,0.0,2.921399227,2015-10-04,2015,OTOÑO
AL41,05/10/2015,137.75,17.36,32.12,23.2,16.79,32.73,27.16,85.07,60.01,25.66,86.8,0.0,0.0,0.0,3.687028069,2015-10-05,2015,OTOÑO
AL41,06/10/2015,178.57,17.35,29.6,23.81,16.75,30.66,27.82,80.63,44.2,24.18,84.9,0.0,0.0,0.0,4.217541029,2015-10-06,2015,OTOÑO
AL41,07/10/2015,192.05,17.77,26.22,21.36,17.26,26.62,30.24,82.45,50.05,28.74,83.8,0.0,0.0,0.0,3.819225573,2015-10-07,2015,OTOÑO
AL41,08/10/2015,234.44,15.7,23.64,19.17,14.4,24.07,46.86,89.45,72.42,44.06,90.6,0.0,0.0,0.0,3.168063723,2015-10-08,2015,OTOÑO
AL41,09/10/2015,216.56,15.14,23.83,19.27,14.74,24.5,42.35,84.83,66.87,39.2,86.0,0.0,0.0,0.0,3.537254837,2015-10-09,2015,OTOÑO
AL41,10/10/2015,223.37,11.89,24.27,18.44,11.38,24.77,51.87,89.53,72.2,48.95,90.8,0.0,0.0,0.0,3.335460141,2015-10-10,2015,OTOÑO
AL41,11/10/2015,106.24,13.43,26.08,19.03,13.09,26.55,41.75,88.82,72.19,39.23,89.6,0.0,0.0,0.0,2.702477204,2015-10-11,2015,OTOÑO
AL41,12/10/2015,135.65,13.88,27.37,20.2,13.19,27.79,37.44,86.52,66.45,34.2,87.9,0.0,0.0,0.0,3.347197518,2015-10-12,2015,OTOÑO
AL41,13/10/2015,190.09,16.05,24.86,20.0,15.34,25.58,52.0,85.18,73.04,50.03,86.7,0.0,0.0,0.0,3.060557413,2015-10-13,2015,OTOÑO
AL41,14/10/2015,223.08,13.8,23.51,18.87,12.82,24.53,36.55,84.37,64.06,33.24,85.9,0.0,0.0,0.0,3.377133637,2015-10-14,2015,OTOÑO
AL41,15/10/2015,141.87,9.75,24.55,16.87,8.76,24.94,44.79,89.52,73.43,39.87,90.9,0.0,0.0,0.0,2.930427414,2015-10-15,2015,OTOÑO
AL41,16/10/2015,148.51,12.65,23.64,18.01,12.02,24.2,54.6,90.9,77.29,52.76,91.4,0.0,0.0,0.0,2.405700331,2015-10-16,2015,OTOÑO
AL41,17/10/2015,177.06,12.98,24.43,18.74,11.81,25.24,45.34,92.58,75.2,40.01,92.9,0.0,0.0,0.0,2.972921873,2015-10-17,2015,OTOÑO
AL41,18/10/2015,140.7,11.97,24.43,18.99,11.24,25.1,44.45,89.2,70.67,42.2,90.4,0.0,0.0,0.0,2.728975137,2015-10-18,2015,OTOÑO
AL41,19/10/2015,170.94,15.35,23.77,19.12,14.94,24.43,55.91,90.03,78.14,50.77,90.7,6.5,0.0,0.0,2.79990585,2015-10-19,2015,OTOÑO
AL41,20/10/2015,127.21,14.78,21.86,18.15,14.13,22.33,56.24,90.97,79.52,53.62,91.5,0.5,0.0,0.0,1.779298816,2015-10-20,2015,OTOÑO
AL41,21/10/2015,213.36,11.71,20.97,16.85,10.57,21.48,39.76,90.88,72.53,37.73,91.1,0.3,0.0,0.0,2.861212892,2015-10-21,2015,OTOÑO
AL41,22/10/2015,97.34,5.86,22.29,14.08,4.982,22.61,26.78,91.97,68.59,24.06,92.5,0.0,0.0,2.0,2.448021535,2015-10-22,2015,OTOÑO
AL41,23/10/2015,105.09,8.93,23.29,15.19,8.15,23.59,43.82,90.55,74.81,40.68,91.3,0.0,0.0,0.0,2.326548368,2015-10-23,2015,OTOÑO
AL41,24/10/2015,99.04,13.0,19.04,16.09,12.15,19.2,71.93,91.58,85.16,70.64,92.0,0.2,0.0,0.0,1.152418179,2015-10-24,2015,OTOÑO
AL41,25/10/2015,78.24,15.67,19.58,17.17,15.41,19.87,69.95,91.65,85.96,67.09,91.8,4.5,0.0,0.0,1.165210664,2015-10-25,2015,OTOÑO
AL41,26/10/2015,55.97,14.96,19.55,17.03,14.84,20.14,70.59,92.65,87.03,65.57,92.8,0.3,0.0,0.0,1.149312554,2015-10-26,2015,OTOÑO
AL41,27/10/2015,150.42,12.94,23.12,18.13,11.94,23.43,49.31,92.72,75.25,44.36,93.2,0.0,0.0,0.0,2.398758171,2015-10-27,2015,OTOÑO
AL41,28/10/2015,174.0,10.27,22.69,16.15,9.55,23.3,30.8,81.0,57.57,28.34,83.2,0.0,0.0,0.0,2.962423296,2015-10-28,2015,OTOÑO
AL41,29/10/2015,128.18,8.94,22.43,15.35,8.22,23.08,31.57,82.5,62.97,29.89,84.3,0.0,0.0,0.0,2.498675903,2015-10-29,2015,OTOÑO
AL41,30/10/2015,103.59,9.32,23.03,15.63,8.76,23.48,43.15,87.93,70.68,40.85,89.2,0.0,0.0,0.0,2.183355364,2015-10-30,2015,OTOÑO
AL41,31/10/2015,152.14,11.72,21.39,16.27,11.0,22.16,49.62,90.13,75.26,46.47,90.9,0.0,0.0,0.0,2.074904556,2015-10-31,2015,OTOÑO
AL41,01/11/2015,348.7,15.85,21.28,18.05,14.91,21.99,54.77,80.37,69.95,49.51,85.1,4.6,0.0,0.0,2.901222913,2015-11-01,2015,OTOÑO
AL41,02/11/2015,221.46,10.04,18.29,15.48,9.7,18.44,65.55,91.83,82.04,59.08,92.0,21.4,0.0,0.0,1.484728361,2015-11-02,2015,OTOÑO
AL41,03/11/2015,131.04,8.63,20.55,14.12,8.25,20.98,59.04,91.0,79.45,54.5,91.8,0.0,0.0,0.0,1.877125436,2015-11-03,2015,OTOÑO
AL41,04/11/2015,105.83,10.35,22.47,15.2,9.96,22.68,43.64,92.25,79.29,40.41,92.5,0.0,0.0,0.0,1.970451942,2015-11-04,2015,OTOÑO
AL41,05/11/2015,72.9,9.49,23.53,15.77,8.86,23.79,42.75,92.58,75.85,40.18,93.1,0.0,0.0,0.0,1.805536678,2015-11-05,2015,OTOÑO
AL41,06/11/2015,131.12,11.42,23.68,16.66,11.0,24.13,42.84,90.65,74.2,39.5,92.5,0.0,0.0,0.0,2.276507746,2015-11-06,2015,OTOÑO
AL41,07/11/2015,84.96,10.78,22.61,15.46,10.36,23.01,49.84,94.53,80.92,47.16,94.6,0.1,0.0,0.0,1.77481939,2015-11-07,2015,OTOÑO
AL41,08/11/2015,125.73,9.84,20.75,15.01,9.22,21.11,57.12,94.5,82.87,55.37,94.6,0.0,0.0,0.0,1.71476758,2015-11-08,2015,OTOÑO
AL41,09/11/2015,96.65,8.79,22.24,14.65,7.812,22.88,48.87,92.1,79.21,44.83,92.9,0.0,0.0,0.0,1.798360726,2015-11-09,2015,OTOÑO
AL41,10/11/2015,80.55,10.43,22.19,14.79,9.92,22.68,47.95,93.77,81.06,43.58,94.0,0.0,0.0,0.0,1.685774091,2015-11-10,2015,OTOÑO
AL41,11/11/2015,64.57,5.68,22.14,13.49,5.15,22.51,38.46,94.42,81.0,33.94,94.6,0.1,0.0,1.0,1.552167793,2015-11-11,2015,OTOÑO
AL41,12/11/2015,61.88,7.58,18.59,13.34,7.001,19.03,60.1,91.0,80.68,57.44,91.3,0.0,0.0,0.0,1.234708103,2015-11-12,2015,OTOÑO
AL41,13/11/2015,66.82,5.93,20.61,12.58,5.522,21.48,51.47,91.93,78.78,48.29,92.4,0.0,0.0,6.0,1.382251293,2015-11-13,2015,OTOÑO
AL41,14/11/2015,130.65,8.75,19.04,15.12,8.39,19.53,47.35,88.35,75.22,45.43,89.1,0.0,0.0,0.0,1.606977188,2015-11-14,2015,OTOÑO
