CODEST,FECHA,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO,FECHA_2,AÑO,ESTACION
AL41,17/01/2020,1.19,6.39,102.63,2.06,0.51,19.8,8.76,-0.331,20.2,28.49,85.18,65.39,26.9,88.4,132.71,642.8,8.0,0.0,0.0,13.0,1.53,0.54,1.717072055,2020-01-17,2020,INVIERNO
AL41,18/01/2020,1.86,6.507,160.73,222.0,4.73,13.59,8.68,3.474,13.79,60.81,86.25,76.51,57.81,88.0,46.82,324.0,4.0,0.5,0.0,9.0,4.69,0.28,1.209642527,2020-01-18,2020,INVIERNO
AL41,19/01/2020,4.42,13.94,382.28,354.86,4.56,13.75,8.58,3.4,14.09,40.78,90.17,67.79,38.86,91.4,118.77,828.0,8.0,17.5,0.0,11.0,2.49,0.4,2.31761241,2020-01-19,2020,INVIERNO
AL41,20/01/2020,5.56,14.84,479.98,11.91,4.29,8.37,6.43,4.114,8.92,69.45,88.8,80.03,66.07,89.5,42.84,447.5,4.0,25.7,0.0,18.0,3.2,0.19,1.258269723,2020-01-20,2020,INVIERNO
AL41,21/01/2020,2.77,9.13,239.17,17.53,7.07,10.91,8.43,6.63,11.17,69.7,90.68,82.5,67.39,90.9,49.36,565.8,4.0,35.3,0.0,0.0,5.58,0.2,1.105475774,2020-01-21,2020,INVIERNO
AL41,22/01/2020,1.88,6.978,162.01,8.36,5.45,14.0,9.78,4.981,14.52,58.26,91.33,80.53,53.44,91.6,121.51,797.2,8.0,0.1,0.0,2.0,6.4,0.27,1.341198653,2020-01-22,2020,INVIERNO
AL41,23/01/2020,0.94,3.998,81.16,28.73,5.34,14.69,9.63,4.373,15.25,62.48,91.42,82.71,59.78,91.7,126.45,570.9,7.0,0.0,0.0,7.0,6.7,0.24,1.080684295,2020-01-23,2020,INVIERNO
AL41,24/01/2020,1.6,6.096,138.54,14.06,7.48,13.05,10.45,6.765,13.62,72.19,91.52,83.06,68.99,91.7,66.2,632.6,5.0,0.0,0.0,0.0,7.65,0.22,0.996848885,2020-01-24,2020,INVIERNO
AL41,25/01/2020,0.97,4.645,83.41,296.44,6.59,13.6,9.61,5.454,13.96,72.59,91.75,86.89,70.23,92.1,66.47,601.7,6.0,2.2,0.0,4.0,7.48,0.17,0.886022433,2020-01-25,2020,INVIERNO
AL41,26/01/2020,0.92,4.449,79.88,294.19,4.07,16.33,9.72,3.465,16.84,40.9,91.87,74.01,37.9,92.4,122.68,813.0,8.0,0.2,0.0,9.0,4.64,0.39,1.306319342,2020-01-26,2020,INVIERNO
AL41,27/01/2020,1.12,4.822,96.7,235.52,2.1,15.37,7.9,1.143,15.89,47.15,90.82,76.44,42.43,91.8,147.74,612.0,8.0,0.0,0.0,13.0,3.66,0.31,1.355474181,2020-01-27,2020,INVIERNO
AL41,28/01/2020,0.93,3.861,80.55,144.28,2.61,17.08,9.68,1.819,17.48,52.51,91.2,80.09,49.0,92.0,130.24,699.4,8.0,0.0,0.0,9.0,6.1,0.31,1.284753459,2020-01-28,2020,INVIERNO
AL41,29/01/2020,0.74,5.174,63.66,248.37,4.77,18.56,10.6,4.076,19.23,48.63,91.08,79.39,45.16,91.8,105.75,648.0,8.0,0.0,0.0,8.0,6.77,0.34,1.248503764,2020-01-29,2020,INVIERNO
AL41,30/01/2020,0.89,4.312,77.26,240.79,4.35,20.69,11.86,3.842,21.61,33.49,90.6,73.81,28.98,91.8,148.6,694.3,9.0,0.0,0.0,4.0,6.65,0.46,1.638272568,2020-01-30,2020,INVIERNO
AL41,31/01/2020,1.46,6.527,126.09,0.3,6.75,20.6,13.15,5.149,21.18,42.15,89.0,67.14,39.62,89.6,147.0,632.5,9.0,0.0,0.0,1.0,6.68,0.59,1.954237204,2020-01-31,2020,INVIERNO
AL41,01/02/2020,1.49,9.02,128.74,342.1,7.57,22.49,14.51,6.967,22.89,42.84,90.15,69.04,40.22,90.9,143.16,637.6,9.0,0.0,0.0,0.0,8.24,0.65,2.088356172,2020-02-01,2020,INVIERNO
AL41,02/02/2020,1.06,4.724,91.93,211.56,7.69,22.37,13.53,6.866,23.22,42.53,89.0,71.83,39.67,90.0,155.69,632.5,9.0,0.0,0.0,0.0,8.13,0.53,1.874527964,2020-02-02,2020,INVIERNO
AL41,03/02/2020,1.23,5.057,106.02,237.33,7.36,24.51,13.31,6.427,25.54,28.97,89.45,68.39,26.28,91.3,163.45,632.5,9.0,0.0,0.0,0.0,6.72,0.65,2.35375589,2020-02-03,2020,INVIERNO
AL41,04/02/2020,1.37,5.802,118.54,287.81,7.71,25.66,15.23,5.958,26.62,24.09,88.63,57.12,18.35,90.7,167.36,653.0,9.0,0.0,0.0,0.0,5.51,0.93,2.637630336,2020-02-04,2020,INVIERNO
AL41,05/02/2020,1.77,6.076,152.86,81.98,6.0,15.94,11.57,5.252,17.17,45.15,89.13,76.59,37.75,90.4,48.46,298.3,4.0,0.2,0.0,2.0,7.45,0.34,1.596015719,2020-02-05,2020,INVIERNO
AL41,06/02/2020,1.01,4.92,87.04,84.48,4.71,14.92,9.52,4.076,15.5,50.2,91.5,79.0,46.95,91.7,128.46,781.7,9.0,0.0,0.0,8.0,5.75,0.29,1.378238742,2020-02-06,2020,INVIERNO
AL41,07/02/2020,0.81,4.214,69.92,199.56,3.75,14.61,8.58,3.205,15.17,58.85,90.43,80.6,55.84,90.7,121.93,895.0,8.0,0.0,0.0,10.0,5.21,0.26,1.215921765,2020-02-07,2020,INVIERNO
AL41,08/02/2020,0.68,3.606,58.87,184.68,3.01,16.89,9.43,2.292,17.31,55.02,91.7,81.5,51.84,92.1,105.55,838.0,6.0,0.0,0.0,8.0,6.18,0.27,1.216391523,2020-02-08,2020,INVIERNO
AL41,09/02/2020,1.61,6.625,139.21,224.5,5.83,18.9,11.61,5.387,19.53,39.13,88.13,71.31,31.99,90.1,167.72,653.1,9.0,0.0,0.0,2.0,6.12,0.47,2.164916066,2020-02-09,2020,INVIERNO
AL41,10/02/2020,1.56,7.134,134.42,215.58,3.33,19.88,11.05,2.63,20.41,45.78,89.08,74.15,40.26,91.1,172.06,658.2,9.0,0.0,0.0,8.0,6.13,0.44,2.1182282,2020-02-10,2020,INVIERNO
AL41,11/02/2020,0.97,5.508,84.21,226.04,6.06,23.72,12.96,5.353,25.04,34.2,89.73,72.28,31.47,91.3,177.88,668.5,9.0,0.0,0.0,5.0,7.32,0.57,2.181914192,2020-02-11,2020,INVIERNO
AL41,12/02/2020,1.27,6.782,110.02,181.82,7.21,19.4,12.85,5.651,19.8,49.24,91.98,76.68,41.88,92.5,145.35,836.0,8.0,0.0,0.0,0.0,8.57,0.4,1.861410345,2020-02-12,2020,INVIERNO
AL41,13/02/2020,1.01,5.684,87.15,159.1,6.29,19.52,11.73,5.184,20.17,50.09,90.45,79.91,45.52,91.3,145.49,735.3,9.0,0.0,0.0,3.0,8.08,0.34,1.747162428,2020-02-13,2020,INVIERNO
AL41,14/02/2020,1.16,5.449,100.38,233.89,6.38,21.12,12.12,5.015,21.81,35.22,91.18,70.05,31.98,92.2,181.56,678.8,9.0,0.0,0.0,2.0,6.14,0.54,2.216846374,2020-02-14,2020,INVIERNO
AL41,15/02/2020,1.12,6.546,96.85,188.08,3.17,18.71,10.01,2.022,19.36,51.32,90.98,80.6,48.7,92.0,177.8,678.8,9.0,0.0,0.0,10.0,6.53,0.31,1.861319444,2020-02-15,2020,INVIERNO
AL41,16/02/2020,1.32,6.037,113.99,204.11,4.81,16.68,10.53,4.243,17.04,69.77,92.85,86.64,66.93,93.1,175.84,694.3,9.0,0.1,0.0,6.0,8.32,0.2,1.655098578,2020-02-16,2020,INVIERNO
AL41,17/02/2020,1.48,7.409,127.92,158.45,5.06,23.15,13.25,4.61,23.82,30.32,92.98,72.89,21.99,93.2,187.95,704.5,9.0,0.1,0.0,3.0,7.58,0.56,2.719448417,2020-02-17,2020,INVIERNO
AL41,18/02/2020,1.88,7.056,162.77,27.91,11.73,15.83,12.91,11.11,16.29,58.39,92.5,86.83,55.99,92.7,24.13,144.0,0.0,1.7,0.0,0.0,10.66,0.21,1.340691218,2020-02-18,2020,INVIERNO
AL41,19/02/2020,1.27,4.939,109.94,52.21,6.0,16.1,12.1,5.548,16.71,54.51,92.62,83.61,48.54,92.8,93.8,807.0,7.0,0.1,0.0,1.0,9.25,0.25,1.506091204,2020-02-19,2020,INVIERNO
AL41,20/02/2020,1.03,4.763,89.34,162.58,3.42,16.48,9.28,2.765,16.94,49.88,92.7,79.68,44.68,92.9,190.19,828.0,9.0,0.1,0.0,10.0,5.59,0.3,1.849565736,2020-02-20,2020,INVIERNO
AL41,21/02/2020,0.99,4.724,85.52,106.11,1.59,16.5,8.4,0.717,16.87,44.47,92.55,78.23,39.93,93.1,195.87,781.7,9.0,0.0,0.0,12.0,4.39,0.32,1.890462838,2020-02-21,2020,INVIERNO
AL41,22/02/2020,0.97,4.273,84.02,216.31,1.48,19.78,9.52,0.345,20.17,34.21,90.23,71.73,29.19,91.7,203.71,740.6,9.0,0.0,0.0,11.0,3.82,0.47,2.197239762,2020-02-22,2020,INVIERNO
AL41,23/02/2020,0.93,5.174,80.71,192.85,0.42,20.57,9.02,-0.095,20.98,23.87,91.67,68.73,18.09,92.2,209.17,761.0,9.0,0.0,0.0,12.0,2.03,0.55,2.321608881,2020-02-23,2020,INVIERNO
AL41,24/02/2020,1.11,5.37,96.1,220.85,1.13,19.73,9.72,-0.298,20.17,26.78,88.98,67.51,22.91,89.9,209.66,755.9,9.0,0.0,0.0,10.0,2.96,0.54,2.420739102,2020-02-24,2020,INVIERNO
AL41,25/02/2020,1.24,6.448,107.31,255.25,2.16,25.72,13.38,1.043,26.52,13.38,87.88,52.36,11.6,90.7,194.46,1034.0,9.0,0.0,0.0,8.0,1.74,1.0,3.147356738,2020-02-25,2020,INVIERNO
AL41,26/02/2020,1.48,7.389,127.53,148.28,5.97,22.62,14.06,4.818,23.52,22.21,82.92,53.1,18.08,84.7,206.89,755.9,9.0,0.0,0.0,2.0,3.47,0.9,3.066832966,2020-02-26,2020,INVIERNO
AL41,27/02/2020,1.44,6.958,124.24,208.58,4.75,20.81,11.79,3.78,21.51,28.33,81.19,59.22,25.68,86.7,212.71,761.0,9.0,0.0,0.0,7.0,3.12,0.7,2.855304396,2020-02-27,2020,INVIERNO
AL41,28/02/2020,1.75,6.958,151.38,212.06,6.75,22.69,13.93,6.024,23.28,21.75,80.25,47.19,18.11,82.2,195.33,740.5,9.0,0.0,0.0,2.0,1.9,0.96,3.325573442,2020-02-28,2020,INVIERNO
AL41,29/02/2020,1.96,8.62,168.99,187.95,4.25,22.76,14.03,3.272,23.43,26.6,81.33,55.12,22.98,85.2,200.39,761.0,9.0,0.0,0.0,8.0,4.17,0.89,3.394078188,2020-02-29,2020,INVIERNO
AL41,01/03/2020,3.16,9.51,272.79,239.34,14.83,21.59,17.64,13.45,22.06,32.08,55.03,44.25,29.23,61.25,114.81,761.2,9.0,0.2,0.0,0.0,5.1,1.15,4.048827667,2020-03-01,2020,INVIERNO
AL41,02/03/2020,4.81,16.76,415.31,262.15,12.01,23.92,18.21,11.0,24.48,15.43,50.59,36.65,13.02,54.5,201.59,797.0,8.0,0.0,0.0,0.0,2.26,1.41,6.230992595,2020-03-02,2020,INVIERNO
AL41,03/03/2020,2.9,9.7,250.97,202.89,5.05,22.23,14.94,4.143,22.97,32.11,68.52,45.81,24.03,75.85,181.65,818.0,9.0,0.0,0.0,3.0,2.86,1.03,3.825738657,2020-03-03,2020,INVIERNO
AL41,04/03/2020,2.18,7.193,188.74,220.6,11.31,23.53,17.17,10.33,24.29,35.71,72.93,53.61,33.46,77.77,224.54,797.0,9.0,0.0,0.0,0.0,7.35,0.98,3.765357809,2020-03-04,2020,INVIERNO
AL41,05/03/2020,2.57,10.45,222.26,256.98,4.42,25.17,15.5,3.706,25.91,25.14,85.13,49.5,22.7,87.0,220.56,890.0,9.0,0.0,0.0,3.0,3.37,1.12,4.287762878,2020-03-05,2020,INVIERNO
AL41,06/03/2020,2.7,10.07,233.19,311.9,10.58,18.99,14.29,8.75,19.77,21.09,51.08,32.89,20.22,60.17,172.82,1057.0,10.0,0.0,0.0,0.0,-2.43,1.13,3.983356173,2020-03-06,2020,INVIERNO
AL41,07/03/2020,2.69,10.78,232.2,4.79,7.33,19.81,13.56,5.852,20.34,21.28,76.03,37.14,19.77,80.6,233.47,936.0,10.0,0.0,0.0,0.0,-2.0,1.05,3.952714243,2020-03-07,2020,INVIERNO
AL41,08/03/2020,1.77,8.66,152.7,185.26,2.75,21.25,12.2,2.022,21.58,26.57,83.18,60.16,20.75,85.8,234.12,859.0,10.0,0.0,0.0,6.0,3.59,0.72,3.385299692,2020-03-08,2020,INVIERNO
AL41,09/03/2020,2.64,8.31,227.72,31.48,8.05,23.24,15.98,7.339,24.02,20.73,80.06,41.34,18.76,83.1,217.01,890.0,10.0,0.0,0.0,0.0,1.99,1.16,4.289200345,2020-03-09,2020,INVIERNO
AL41,10/03/2020,3.23,7.762,279.26,87.56,10.01,21.91,15.87,8.78,22.85,23.01,73.54,43.24,20.35,77.2,225.82,900.0,9.0,0.0,0.0,0.0,2.43,1.09,4.562095704,2020-03-10,2020,INVIERNO
AL41,11/03/2020,1.2,7.683,103.54,183.26,5.73,28.61,15.34,4.611,29.44,19.73,84.27,57.36,17.74,86.9,237.91,812.0,10.0,0.0,0.0,3.0,5.49,1.03,3.828811618,2020-03-11,2020,INVIERNO
AL41,12/03/2020,1.05,5.978,90.34,174.68,5.84,27.34,15.66,5.185,27.8,21.78,82.52,55.27,18.21,84.5,220.17,900.0,10.0,0.0,0.0,3.0,5.04,1.1,3.426358643,2020-03-12,2020,INVIERNO
AL41,13/03/2020,1.54,7.703,133.47,142.56,6.74,21.83,14.16,6.298,22.66,37.1,79.94,59.14,32.7,81.3,181.21,1064.0,10.0,0.0,0.0,1.0,5.66,0.78,2.985348699,2020-03-13,2020,INVIERNO
AL41,14/03/2020,1.46,6.35,125.82,167.53,6.36,20.86,14.12,5.452,21.51,42.6,85.02,70.97,35.94,87.3,235.35,869.0,10.0,0.0,0.0,1.0,8.6,0.54,3.095297765,2020-03-14,2020,INVIERNO
AL41,15/03/2020,1.6,7.781,138.25,143.69,8.22,19.74,14.5,7.305,20.23,48.57,87.83,72.02,46.36,88.7,205.95,982.0,10.0,0.1,0.0,0.0,9.24,0.51,2.840488576,2020-03-15,2020,INVIERNO
AL41,16/03/2020,2.86,10.17,247.36,67.55,7.91,15.68,11.56,7.44,16.82,53.58,89.58,74.78,46.66,90.3,81.76,1157.0,6.0,1.7,0.0,0.0,7.13,0.34,2.078663715,2020-03-16,2020,INVIERNO
AL41,17/03/2020,3.06,7.722,264.48,32.7,8.43,15.65,12.22,8.18,16.18,56.83,84.43,69.92,54.59,85.7,96.67,1034.0,6.0,1.8,0.0,0.0,6.79,0.44,2.203734701,2020-03-17,2020,INVIERNO
AL41,18/03/2020,3.1,8.78,267.92,25.66,12.97,19.06,15.13,12.62,19.47,43.38,76.59,62.37,40.47,77.37,194.1,890.0,10.0,0.0,0.0,0.0,7.74,0.68,3.602141977,2020-03-18,2020,INVIERNO
AL41,19/03/2020,2.91,7.742,251.51,30.67,11.39,17.05,13.62,11.14,17.56,44.58,80.51,64.94,41.93,81.8,111.66,828.0,10.0,0.0,0.0,0.0,6.94,0.57,2.771460165,2020-03-19,2020,INVIERNO
AL41,20/03/2020,2.35,7.624,203.37,30.99,10.45,15.47,13.03,9.86,15.67,50.93,84.35,69.7,48.75,85.8,68.45,360.0,5.0,0.0,0.0,0.0,7.44,0.47,2.02486105,2020-03-20,2020,INVIERNO
AL41,21/03/2020,1.44,8.64,123.99,17.05,8.45,14.78,11.18,7.575,15.24,62.25,90.07,81.56,60.03,90.6,46.57,375.4,3.0,15.7,0.0,0.0,8.07,0.26,1.332664767,2020-03-21,2020,PRIMAVERA
AL41,22/03/2020,0.67,3.685,57.47,342.36,6.85,11.98,9.9,6.127,12.45,82.32,90.57,87.77,79.48,90.9,59.49,303.4,5.0,6.1,0.0,1.0,7.97,0.15,1.014286228,2020-03-22,2020,PRIMAVERA
AL41,23/03/2020,1.89,7.644,163.4,11.56,4.51,13.65,10.5,3.675,14.2,80.53,92.0,88.65,75.54,92.1,79.08,1023.0,6.0,13.9,0.0,5.0,8.69,0.15,1.263181356,2020-03-23,2020,PRIMAVERA
AL41,24/03/2020,4.08,12.47,352.31,21.97,10.29,12.04,11.16,10.06,12.22,74.44,91.12,88.89,72.36,91.4,19.47,97.7,0.0,55.2,0.0,0.0,9.39,0.15,1.234615805,2020-03-24,2020,PRIMAVERA
AL41,25/03/2020,2.07,7.076,179.1,92.02,8.05,14.72,10.88,7.204,15.52,49.22,90.9,73.53,43.71,91.3,186.01,1311.0,9.0,3.1,0.0,0.0,6.06,0.37,2.537785807,2020-03-25,2020,PRIMAVERA
AL41,26/03/2020,2.28,7.82,196.73,68.72,4.97,18.49,11.64,4.305,19.1,30.55,92.55,71.89,26.97,93.0,200.48,1095.0,10.0,1.0,0.0,5.0,5.9,0.48,3.31440021,2020-03-26,2020,PRIMAVERA
AL41,27/03/2020,1.84,5.704,158.72,20.34,8.21,10.94,9.56,8.05,11.51,67.56,90.32,79.47,63.13,90.7,43.67,653.2,3.0,5.3,0.0,0.0,6.11,0.25,1.202933848,2020-03-27,2020,PRIMAVERA
AL41,28/03/2020,1.52,5.919,131.24,35.04,6.11,16.28,10.62,5.623,16.73,36.18,89.42,71.16,31.02,91.0,231.47,1157.0,10.0,1.1,0.0,1.0,5.07,0.43,2.955126223,2020-03-28,2020,PRIMAVERA
AL41,29/03/2020,1.56,7.546,134.5,205.85,4.18,19.34,11.26,3.542,19.77,37.02,89.95,70.11,31.62,91.5,279.3,905.0,11.0,0.0,0.0,7.0,5.24,0.51,3.477080505,2020-03-29,2020,PRIMAVERA
AL41,30/03/2020,1.79,7.84,154.37,102.48,5.78,18.56,11.85,5.252,19.46,52.44,90.67,77.87,46.67,91.3,185.34,1183.0,8.0,0.0,0.0,3.0,7.9,0.36,2.691142132,2020-03-30,2020,PRIMAVERA
AL41,31/03/2020,1.41,6.37,122.24,65.28,10.87,16.6,13.07,10.63,17.43,69.91,90.82,82.4,64.98,91.0,128.04,1173.0,8.0,4.0,0.0,0.0,10.08,0.28,1.925833033,2020-03-31,2020,PRIMAVERA
AL41,01/04/2020,1.65,7.703,142.25,208.82,10.59,19.21,14.09,9.76,20.0,55.98,92.25,80.26,50.86,92.6,201.22,1224.0,9.0,5.9,0.0,0.0,10.52,0.35,2.847726365,2020-04-01,2020,PRIMAVERA
AL41,02/04/2020,1.37,5.802,118.4,258.59,6.25,16.43,11.35,5.387,17.14,48.89,90.62,76.16,41.88,91.6,203.63,1162.0,10.0,0.0,0.0,4.0,6.99,0.37,2.647003593,2020-04-02,2020,PRIMAVERA
AL41,03/04/2020,1.76,7.311,152.36,188.11,8.34,18.16,12.5,6.697,19.13,44.34,90.35,70.94,37.23,91.5,246.24,1183.0,10.0,0.0,0.0,0.0,6.83,0.5,3.274043408,2020-04-03,2020,PRIMAVERA
AL41,04/04/2020,1.71,7.33,147.96,93.66,5.11,17.68,12.0,4.752,18.08,51.36,91.3,74.01,44.99,91.7,236.14,1188.0,10.0,0.0,0.0,6.0,7.19,0.43,3.011024641,2020-04-04,2020,PRIMAVERA
AL41,05/04/2020,1.51,6.115,130.81,100.99,7.44,18.37,13.14,6.461,19.03,53.62,90.58,74.35,49.85,91.6,255.15,1203.0,10.0,0.0,0.0,0.0,8.36,0.44,3.189247997,2020-04-05,2020,PRIMAVERA
AL41,06/04/2020,1.15,5.429,99.57,179.88,5.73,18.47,12.83,5.15,19.06,56.24,91.8,78.31,53.12,92.0,199.86,1139.0,9.0,0.0,0.0,2.0,8.9,0.38,2.64552596,2020-04-06,2020,PRIMAVERA
AL41,07/04/2020,1.27,7.134,109.82,81.96,8.3,19.76,13.67,7.136,20.37,46.14,92.0,74.23,41.61,92.6,246.26,1291.0,10.0,0.0,0.0,0.0,8.75,0.48,3.265750621,2020-04-07,2020,PRIMAVERA
AL41,08/04/2020,1.52,6.723,131.29,62.37,6.15,20.04,13.33,5.218,20.57,42.99,89.82,67.83,35.03,90.5,262.78,1103.0,11.0,0.0,0.0,2.0,6.91,0.59,3.519009485,2020-04-08,2020,PRIMAVERA
AL41,09/04/2020,1.7,6.037,147.15,25.69,8.69,19.11,14.19,7.947,19.94,40.25,88.02,65.54,36.48,89.1,193.65,1280.0,10.0,0.0,0.0,0.0,7.31,0.63,3.125815142,2020-04-09,2020,PRIMAVERA
AL41,10/04/2020,1.56,6.782,134.67,131.89,10.32,20.98,15.45,9.73,21.45,24.65,82.93,52.93,19.94,84.9,260.4,1070.0,10.0,0.0,0.0,0.0,4.75,0.92,4.006873066,2020-04-10,2020,PRIMAVERA
AL41,11/04/2020,1.75,6.919,151.14,82.13,4.83,20.38,14.03,4.385,20.88,32.04,88.9,62.55,26.46,90.5,286.65,1121.0,11.0,0.0,0.0,3.0,6.04,0.72,4.004066774,2020-04-11,2020,PRIMAVERA
AL41,12/04/2020,2.05,6.84,177.0,23.52,11.51,17.49,13.87,11.07,17.85,41.77,87.48,68.24,37.26,88.5,106.5,972.0,6.0,1.1,0.0,0.0,7.66,0.54,2.53879144,2020-04-12,2020,PRIMAVERA
AL41,13/04/2020,1.42,6.586,122.73,146.96,11.39,19.76,14.74,11.17,20.44,64.8,91.45,83.83,60.0,91.7,203.02,1270.0,9.0,3.0,0.0,0.0,11.93,0.3,2.842115402,2020-04-13,2020,PRIMAVERA
AL41,14/04/2020,1.15,4.371,99.42,64.87,13.77,16.69,14.72,13.45,16.89,84.02,91.95,89.97,82.5,92.2,56.13,761.1,5.0,15.6,0.0,0.0,13.1,0.17,1.207367849,2020-04-14,2020,PRIMAVERA
AL41,15/04/2020,1.7,7.33,147.18,90.93,13.58,18.94,15.39,13.42,19.43,65.36,91.97,85.56,55.92,92.1,121.77,1085.0,7.0,9.4,0.0,0.0,12.92,0.27,2.19776819,2020-04-15,2020,PRIMAVERA
AL41,16/04/2020,1.0,4.39,86.7,128.42,12.2,20.07,15.27,11.28,20.6,59.6,92.5,81.64,56.46,92.8,166.69,1095.0,10.0,0.0,0.0,0.0,11.95,0.36,2.545234193,2020-04-16,2020,PRIMAVERA
AL41,17/04/2020,1.73,5.802,149.12,76.63,11.93,20.52,15.88,11.51,20.91,58.15,92.33,79.61,55.1,92.7,168.72,921.0,10.0,0.1,0.0,0.0,12.16,0.41,2.803265538,2020-04-17,2020,PRIMAVERA
AL41,18/04/2020,1.13,4.155,97.71,28.21,12.84,18.53,16.06,12.41,18.9,70.9,92.0,84.67,68.35,92.1,66.8,357.4,7.0,0.5,0.0,0.0,13.4,0.29,1.51209778,2020-04-18,2020,PRIMAVERA
AL41,19/04/2020,1.02,7.997,88.32,218.06,11.87,22.83,16.66,10.8,23.79,52.39,92.63,80.6,47.36,92.9,165.76,1003.0,9.0,1.5,0.0,0.0,12.98,0.43,2.778693386,2020-04-19,2020,PRIMAVERA
AL41,20/04/2020,1.52,7.213,131.46,348.11,10.18,23.87,16.76,9.33,24.9,30.58,91.4,57.36,26.58,92.1,216.68,1332.0,12.0,0.1,0.0,0.0,7.31,0.96,3.853415055,2020-04-20,2020,PRIMAVERA
AL41,21/04/2020,1.6,6.448,137.87,65.52,10.04,19.22,15.08,9.26,20.38,40.96,84.23,62.23,36.01,87.3,217.14,1288.0,10.0,1.6,0.0,0.0,7.42,0.7,3.411676448,2020-04-21,2020,PRIMAVERA
AL41,22/04/2020,2.5,10.11,216.1,26.5,12.79,21.79,17.09,11.75,22.36,40.03,86.32,58.81,35.23,87.2,198.86,1244.0,10.0,0.0,0.0,0.0,8.45,0.85,3.890484795,2020-04-22,2020,PRIMAVERA
AL41,23/04/2020,1.59,6.919,137.04,130.57,10.21,21.12,15.48,9.69,21.89,49.33,91.15,74.5,45.01,92.1,286.4,1229.0,12.0,0.0,0.0,0.0,10.52,0.53,3.963867558,2020-04-23,2020,PRIMAVERA
AL41,24/04/2020,1.7,8.7,146.8,34.15,9.22,19.94,14.62,8.56,20.48,46.93,91.17,71.82,41.68,91.5,191.69,1306.0,11.0,0.0,0.0,0.0,9.16,0.54,3.137638632,2020-04-24,2020,PRIMAVERA
AL41,25/04/2020,0.99,3.822,85.79,39.05,11.54,14.9,13.05,10.97,15.17,82.06,92.42,88.18,79.2,92.7,53.27,195.4,3.0,15.1,0.0,0.0,11.14,0.18,1.147976802,2020-04-25,2020,PRIMAVERA
AL41,26/04/2020,1.24,5.998,106.89,162.04,8.48,22.92,16.02,7.913,23.62,44.77,93.43,75.73,40.65,93.7,260.41,1275.0,12.0,0.1,0.0,0.0,11.19,0.56,3.815461449,2020-04-26,2020,PRIMAVERA
AL41,27/04/2020,1.69,8.08,145.6,201.08,11.71,21.29,16.36,10.9,22.45,53.7,91.6,71.59,47.08,92.3,243.79,1152.0,9.0,0.0,0.0,0.0,10.9,0.59,3.64021449,2020-04-27,2020,PRIMAVERA
AL41,28/04/2020,1.53,7.742,132.41,160.0,8.55,21.81,15.32,8.18,22.43,43.08,89.75,70.16,37.32,91.2,259.05,1260.0,11.0,0.0,0.0,0.0,9.3,0.63,3.870544108,2020-04-28,2020,PRIMAVERA
AL41,29/04/2020,2.25,10.29,194.16,170.46,7.97,22.06,15.56,7.339,22.52,34.11,90.45,67.31,30.91,91.5,335.72,1003.0,12.0,0.0,0.0,0.0,8.58,0.72,4.925493378,2020-04-29,2020,PRIMAVERA
AL41,30/04/2020,1.59,9.0,137.46,191.65,9.94,26.21,17.24,8.95,27.06,28.67,90.33,64.12,22.4,91.7,306.96,1028.0,11.0,0.0,0.0,0.0,9.28,0.88,4.999900904,2020-04-30,2020,PRIMAVERA
AL41,01/05/2020,1.75,7.997,151.61,182.87,11.19,25.0,18.27,10.77,25.64,42.41,89.15,63.87,37.68,90.8,322.91,992.0,12.0,0.0,0.0,0.0,10.6,0.91,4.941059256,2020-05-01,2020,PRIMAVERA
AL41,02/05/2020,1.54,7.311,133.17,170.61,12.27,28.31,20.38,11.41,29.21,31.32,86.88,61.33,28.7,91.6,331.13,992.0,12.0,0.0,0.0,0.0,11.57,1.17,5.497155595,2020-05-02,2020,PRIMAVERA
AL41,03/05/2020,1.36,5.919,117.78,164.97,11.21,30.04,20.87,10.18,30.52,27.03,88.28,58.32,22.5,90.5,339.61,1034.0,12.0,0.0,0.0,0.0,10.74,1.38,5.670216716,2020-05-03,2020,PRIMAVERA
AL41,04/05/2020,1.31,6.448,113.01,153.97,11.01,30.01,20.85,10.27,30.49,23.6,88.6,56.08,21.35,90.2,317.95,1013.0,12.0,0.0,0.0,0.0,9.89,1.44,5.458162818,2020-05-04,2020,PRIMAVERA
AL41,05/05/2020,1.46,6.076,126.52,183.25,12.9,28.88,20.98,12.56,29.44,30.6,85.12,57.23,27.35,86.1,318.75,1013.0,12.0,0.0,0.0,0.0,11.0,1.31,5.44638246,2020-05-05,2020,PRIMAVERA
AL41,06/05/2020,1.94,8.47,167.7,118.4,12.78,27.89,20.78,12.25,28.68,32.54,88.32,58.32,25.81,89.8,307.77,1003.0,12.0,0.0,0.0,0.0,11.2,1.23,5.491757613,2020-05-06,2020,PRIMAVERA
AL41,07/05/2020,2.53,8.78,218.79,30.71,15.27,26.74,21.01,14.58,27.23,25.05,83.52,51.57,22.47,85.0,268.55,1126.0,12.0,0.0,0.0,0.0,9.51,1.34,5.617694387,2020-05-07,2020,PRIMAVERA
