CODEST,FECHA,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO,FECHA_2,AÑO,ESTACION
AL41,08/05/2020,2.29,7.624,198.04,118.75,14.14,25.27,19.59,13.36,25.88,39.3,82.03,61.6,34.58,84.8,305.69,1188.0,12.0,0.0,0.0,0.0,11.58,0.97,5.292880028,2020-05-08,2020,PRIMAVERA
AL41,09/05/2020,1.82,7.487,157.51,147.88,14.76,23.23,18.81,13.8,23.72,57.51,89.23,73.82,54.41,91.1,275.0,1214.0,12.0,0.0,0.0,0.0,13.84,0.62,4.245678517,2020-05-09,2020,PRIMAVERA
AL41,10/05/2020,2.94,10.45,253.83,249.3,15.36,24.34,19.68,13.79,25.71,24.25,85.37,47.08,21.45,87.2,261.48,1270.0,11.0,0.0,0.0,0.0,6.53,1.32,5.467445321,2020-05-10,2020,PRIMAVERA
AL41,11/05/2020,2.8,10.68,241.93,200.44,13.78,26.47,20.28,13.29,27.53,27.45,81.12,47.08,20.27,82.3,343.71,1147.0,12.0,0.0,0.0,0.0,7.78,1.39,6.333795533,2020-05-11,2020,PRIMAVERA
AL41,12/05/2020,2.05,6.39,177.48,59.97,13.46,22.92,18.9,11.31,24.0,37.94,78.7,52.65,34.62,83.7,168.0,1435.0,12.0,0.0,0.0,0.0,8.67,1.09,3.771069498,2020-05-12,2020,PRIMAVERA
AL41,13/05/2020,1.72,7.997,148.61,172.17,7.42,23.19,16.56,6.874,23.89,30.18,85.53,55.76,27.66,87.5,352.29,1028.0,12.0,0.0,0.0,0.0,6.49,1.0,5.185787418,2020-05-13,2020,PRIMAVERA
AL41,14/05/2020,2.2,8.06,190.14,175.85,11.75,21.77,15.78,11.11,22.57,37.97,91.42,71.49,31.52,91.7,226.55,1368.0,9.0,12.1,0.0,0.0,10.12,0.58,4.052353906,2020-05-14,2020,PRIMAVERA
AL41,15/05/2020,1.38,5.508,118.82,35.41,11.8,19.46,15.78,10.9,19.91,50.72,90.35,69.74,45.97,90.9,113.83,653.1,9.0,0.2,0.0,0.0,9.97,0.59,2.380498222,2020-05-15,2020,PRIMAVERA
AL41,16/05/2020,1.56,8.68,134.9,185.25,9.41,21.52,16.29,8.59,22.59,41.42,90.22,68.97,36.92,91.8,209.56,1255.0,12.0,0.0,0.0,0.0,9.97,0.68,3.570871769,2020-05-16,2020,PRIMAVERA
AL41,17/05/2020,1.34,6.958,115.98,185.0,10.29,21.71,16.03,9.53,22.19,42.94,92.08,74.28,38.98,92.6,185.35,1018.0,12.0,0.0,0.0,0.0,11.05,0.54,3.242814006,2020-05-17,2020,PRIMAVERA
AL41,18/05/2020,1.99,8.17,171.69,182.79,10.74,26.39,18.7,10.1,26.93,34.07,90.9,61.46,31.2,91.5,345.93,1059.0,12.0,0.0,0.0,0.0,10.04,1.04,5.643598477,2020-05-18,2020,PRIMAVERA
AL41,19/05/2020,1.71,7.722,147.59,172.52,11.42,29.0,20.73,10.61,29.78,28.17,84.7,55.28,26.04,87.6,348.3,1008.0,12.0,0.0,0.0,0.0,10.1,1.37,6.012949641,2020-05-19,2020,PRIMAVERA
AL41,20/05/2020,1.64,7.076,141.59,193.87,12.8,31.38,22.5,11.88,32.03,23.37,85.92,52.45,19.19,87.6,324.24,1008.0,12.0,0.0,0.0,0.0,10.68,1.63,6.127735331,2020-05-20,2020,PRIMAVERA
AL41,21/05/2020,1.87,7.644,161.63,115.28,14.71,30.94,23.02,13.87,31.43,30.74,84.57,58.04,27.52,86.8,344.86,1003.0,12.0,0.1,0.0,0.0,12.96,1.47,6.392916977,2020-05-21,2020,PRIMAVERA
AL41,22/05/2020,1.57,7.076,135.46,183.68,14.07,31.91,22.63,13.1,32.41,26.7,89.47,54.91,23.51,90.8,344.18,993.0,12.0,0.0,0.0,0.0,11.58,1.56,6.304615861,2020-05-22,2020,PRIMAVERA
AL41,23/05/2020,1.4,6.429,120.69,167.88,12.4,31.91,22.59,10.77,32.78,19.76,82.94,47.21,17.23,85.6,335.39,1059.0,12.0,0.0,0.0,0.0,8.63,1.83,6.142255472,2020-05-23,2020,PRIMAVERA
AL41,24/05/2020,2.25,7.664,194.65,41.93,16.18,28.07,22.1,14.98,28.88,27.99,75.44,50.42,25.67,78.1,349.9,1018.0,12.0,0.0,0.0,0.0,10.31,1.48,6.502731148,2020-05-24,2020,PRIMAVERA
AL41,25/05/2020,1.79,7.879,154.54,31.69,13.04,27.65,20.65,12.52,28.27,24.97,79.78,49.62,22.53,81.9,301.42,1342.0,12.0,0.0,0.0,0.0,8.46,1.41,5.610953914,2020-05-25,2020,PRIMAVERA
AL41,26/05/2020,2.54,9.25,219.82,31.51,13.79,28.05,20.87,12.93,28.65,30.88,77.01,54.88,28.37,78.08,335.39,1003.0,12.0,0.0,0.0,0.0,10.76,1.26,6.384136188,2020-05-26,2020,PRIMAVERA
AL41,27/05/2020,3.03,9.06,261.56,34.32,16.07,28.34,22.27,15.62,29.05,24.39,74.07,49.92,22.2,75.85,345.27,1003.0,12.0,0.0,0.0,0.0,10.09,1.52,7.096169267,2020-05-27,2020,PRIMAVERA
AL41,28/05/2020,2.69,9.06,232.64,28.99,15.45,26.0,20.79,14.91,26.49,25.99,71.68,45.66,24.05,74.22,248.27,1129.0,11.0,0.1,0.0,0.0,7.76,1.44,5.659418548,2020-05-28,2020,PRIMAVERA
AL41,29/05/2020,1.92,7.82,165.96,53.25,11.83,28.32,20.84,11.28,28.98,23.4,67.72,41.48,22.26,71.6,359.04,1023.0,12.0,0.0,0.0,0.0,5.91,1.67,6.410601912,2020-05-29,2020,PRIMAVERA
AL41,30/05/2020,1.79,6.919,154.71,137.85,8.79,27.85,19.38,8.05,28.75,23.84,76.45,44.35,19.8,80.5,352.19,1034.0,12.0,0.0,0.0,0.0,5.47,1.51,6.056014944,2020-05-30,2020,PRIMAVERA
AL41,31/05/2020,1.62,6.919,139.67,80.95,8.23,28.39,19.99,7.576,29.41,22.18,75.63,44.55,20.58,79.14,255.4,1106.0,11.0,0.1,0.0,0.0,5.94,1.55,5.136046611,2020-05-31,2020,PRIMAVERA
AL41,01/06/2020,1.63,8.17,140.72,160.85,12.67,29.05,21.22,11.48,29.81,23.96,86.33,51.94,21.86,88.3,327.87,1039.0,12.0,0.1,0.0,0.0,9.3,1.47,5.901048122,2020-06-01,2020,PRIMAVERA
AL41,02/06/2020,1.55,7.311,133.97,178.66,10.2,29.1,20.3,9.5,30.49,23.52,82.08,59.65,20.17,85.0,281.71,1162.0,11.0,0.0,0.0,0.0,11.04,1.18,5.381054329,2020-06-02,2020,PRIMAVERA
AL41,03/06/2020,1.83,8.43,157.74,161.11,12.27,27.58,20.92,11.65,28.21,39.98,90.58,65.5,35.25,91.0,348.61,1111.0,12.0,0.0,0.0,0.0,13.5,1.03,5.768068875,2020-06-03,2020,PRIMAVERA
AL41,04/06/2020,3.05,11.52,263.62,290.5,16.47,31.56,23.33,15.28,32.61,20.48,84.4,48.2,17.84,86.4,306.72,1301.0,11.0,1.4,0.0,0.0,10.1,1.75,7.358610458,2020-06-04,2020,PRIMAVERA
AL41,05/06/2020,2.33,9.45,201.34,169.14,13.84,28.17,21.46,12.59,28.98,26.48,89.95,60.29,23.51,90.9,362.95,1039.0,12.0,0.0,0.0,0.0,11.98,1.26,6.545717247,2020-06-05,2020,PRIMAVERA
AL41,06/06/2020,2.03,8.58,174.99,177.94,14.81,30.06,22.81,14.1,30.76,27.81,85.95,54.06,25.7,87.8,331.04,1147.0,12.0,0.0,0.0,0.0,11.86,1.52,6.346170826,2020-06-06,2020,PRIMAVERA
AL41,07/06/2020,2.02,8.33,174.15,114.03,15.04,28.91,23.52,14.57,30.16,26.27,74.84,41.83,24.49,77.5,235.11,1327.0,13.0,0.6,0.0,0.0,8.81,1.85,5.35249006,2020-06-07,2020,PRIMAVERA
AL41,08/06/2020,1.92,9.68,165.59,139.63,15.49,23.68,18.93,14.94,24.81,49.06,87.93,73.5,42.54,88.6,190.66,1337.0,9.0,1.2,0.0,0.0,13.86,0.62,3.73101704,2020-06-08,2020,PRIMAVERA
AL41,09/06/2020,1.8,7.84,155.34,154.04,14.09,23.74,19.34,13.46,25.18,45.8,90.03,70.74,40.96,90.6,232.3,1352.0,12.0,0.0,0.0,0.0,13.43,0.74,4.134502477,2020-06-09,2020,PRIMAVERA
AL41,10/06/2020,1.9,7.566,163.9,146.25,11.43,26.37,19.52,10.33,27.13,39.46,90.55,67.32,35.12,91.1,323.48,1214.0,12.0,0.0,0.0,0.0,12.6,0.91,5.386126737,2020-06-10,2020,PRIMAVERA
AL41,11/06/2020,3.12,10.64,269.45,199.62,11.35,29.53,22.75,10.03,30.7,19.59,87.52,47.65,15.55,90.2,366.35,1028.0,13.0,0.0,0.0,0.0,9.03,1.76,7.411418255,2020-06-11,2020,PRIMAVERA
AL41,12/06/2020,3.31,11.13,286.13,250.95,16.79,29.15,24.07,15.3,29.78,18.67,54.45,31.82,15.41,60.71,356.84,1208.0,12.0,0.0,0.0,0.0,5.54,2.14,7.983737918,2020-06-12,2020,PRIMAVERA
AL41,13/06/2020,2.68,9.53,231.84,185.22,13.35,26.39,21.17,12.62,27.13,22.27,57.95,35.57,20.34,60.32,373.55,1152.0,13.0,0.0,0.0,0.0,4.61,1.73,6.981603928,2020-06-13,2020,PRIMAVERA
AL41,14/06/2020,1.81,8.23,156.04,217.72,12.9,29.27,21.73,11.82,29.98,19.46,61.99,40.35,17.37,67.56,336.16,1039.0,12.0,0.0,0.0,0.0,6.41,1.76,6.393900597,2020-06-14,2020,PRIMAVERA
AL41,15/06/2020,2.23,9.07,193.08,181.83,13.43,31.16,22.95,12.49,31.87,18.05,71.7,39.67,16.39,76.14,367.02,1065.0,13.0,0.0,0.0,0.0,6.5,2.01,7.297196434,2020-06-15,2020,PRIMAVERA
AL41,16/06/2020,2.07,8.6,179.16,127.62,13.5,31.38,23.49,12.56,32.21,20.15,71.75,41.38,17.61,73.94,342.52,1131.0,12.0,0.0,0.0,0.0,7.69,2.01,6.905865412,2020-06-16,2020,PRIMAVERA
AL41,17/06/2020,2.28,9.29,197.24,149.82,14.45,28.03,22.21,13.19,28.78,32.95,82.17,58.25,29.25,83.7,361.55,1059.0,13.0,0.0,0.0,0.0,12.68,1.3,6.455443673,2020-06-17,2020,PRIMAVERA
AL41,18/06/2020,2.37,9.66,204.88,78.8,18.94,29.9,23.51,18.41,30.83,38.22,83.9,61.37,34.97,85.3,354.68,1142.0,13.0,0.0,0.0,0.0,15.08,1.24,6.698004461,2020-06-18,2020,PRIMAVERA
AL41,19/06/2020,1.74,8.04,150.52,156.31,15.97,28.72,22.71,15.41,29.75,38.75,81.42,61.24,35.14,83.4,296.69,1188.0,13.0,0.0,0.0,0.0,14.33,1.18,5.520181779,2020-06-19,2020,PRIMAVERA
AL41,20/06/2020,1.66,7.389,143.56,156.78,13.33,31.24,22.73,12.49,31.8,29.54,80.36,53.3,26.85,82.8,358.06,1008.0,13.0,0.0,0.0,0.0,11.66,1.57,6.488523112,2020-06-20,2020,PRIMAVERA
AL41,21/06/2020,1.8,7.742,155.49,159.49,13.85,33.8,25.13,13.1,34.28,19.98,78.21,47.14,17.1,80.8,361.16,1013.0,13.0,0.0,0.0,0.0,11.0,2.13,7.144066957,2020-06-21,2020,VERANO
AL41,22/06/2020,2.26,8.55,195.61,76.52,17.03,31.88,24.48,16.16,32.38,22.4,82.72,51.62,21.48,84.3,359.4,1008.0,13.0,0.0,0.0,0.0,12.35,1.74,7.274502486,2020-06-22,2020,VERANO
AL41,23/06/2020,2.3,8.62,198.99,42.88,17.66,31.4,24.61,17.4,32.07,26.2,82.18,51.39,24.92,83.2,357.28,1003.0,13.0,0.0,0.0,0.0,12.72,1.72,7.147426281,2020-06-23,2020,VERANO
AL41,24/06/2020,2.21,7.35,190.85,22.14,19.18,31.51,24.79,18.04,32.34,23.98,74.71,46.99,22.23,75.96,267.12,1049.0,10.0,0.0,0.0,0.0,11.55,1.84,6.341781643,2020-06-24,2020,VERANO
AL41,25/06/2020,2.1,8.25,181.66,40.22,17.85,33.94,26.06,17.1,35.19,19.16,70.68,41.38,16.56,76.47,351.35,993.0,13.0,0.0,0.0,0.0,10.3,2.27,7.532087878,2020-06-25,2020,VERANO
AL41,26/06/2020,2.0,8.11,172.99,166.68,17.05,31.77,24.56,16.32,32.28,31.61,78.01,55.38,29.34,80.5,349.76,993.0,12.0,0.0,0.0,0.0,14.4,1.56,6.808443502,2020-06-26,2020,VERANO
AL41,27/06/2020,1.95,9.23,168.11,196.33,16.25,34.34,25.62,15.38,35.15,16.88,78.73,43.85,14.46,82.5,325.69,1101.0,13.0,0.0,0.0,0.0,10.12,2.22,7.120899191,2020-06-27,2020,VERANO
AL41,28/06/2020,1.94,7.958,167.92,158.64,15.41,33.05,25.06,14.81,33.61,20.88,68.12,45.18,17.17,73.18,356.92,998.0,13.0,0.0,0.0,0.0,11.25,2.02,7.207962466,2020-06-28,2020,VERANO
AL41,29/06/2020,1.94,8.76,167.79,141.26,14.91,33.92,25.67,14.31,34.56,22.29,78.44,49.22,20.74,80.2,353.06,993.0,13.0,0.0,0.0,0.0,12.66,2.04,7.184319618,2020-06-29,2020,VERANO
AL41,30/06/2020,1.88,7.252,162.49,50.12,17.7,34.17,25.47,16.8,35.02,26.41,80.77,56.1,24.01,82.7,324.03,1013.0,12.0,0.0,0.0,0.0,15.08,1.69,6.851361359,2020-06-30,2020,VERANO
AL41,01/07/2020,1.76,8.57,151.65,155.82,16.79,34.28,25.48,16.29,35.12,31.67,80.6,56.96,27.04,83.9,356.2,993.0,13.0,0.0,0.0,0.0,15.34,1.71,6.994062432,2020-07-01,2020,VERANO
AL41,02/07/2020,2.14,10.23,185.18,161.13,14.83,35.07,25.91,13.47,35.76,17.23,78.79,50.62,12.82,82.0,345.32,975.0,13.0,0.0,0.0,0.0,13.36,2.0,7.57281325,2020-07-02,2020,VERANO
AL41,03/07/2020,1.94,8.6,167.72,130.45,17.18,32.25,25.41,16.55,33.19,36.88,85.12,61.99,34.74,86.9,326.65,1075.0,12.0,0.0,0.0,0.0,16.87,1.44,6.407228399,2020-07-03,2020,VERANO
AL41,04/07/2020,1.99,7.899,172.1,135.26,20.67,32.05,25.8,20.25,33.02,37.91,82.57,60.96,33.93,83.3,341.02,998.0,13.0,0.0,0.0,0.0,17.12,1.43,6.695417138,2020-07-04,2020,VERANO
AL41,05/07/2020,1.84,7.958,158.74,161.33,16.78,32.62,25.14,16.19,33.39,27.64,81.7,52.37,25.16,83.5,347.36,977.0,13.0,0.0,0.0,0.0,13.48,1.78,6.791569919,2020-07-05,2020,VERANO
AL41,06/07/2020,1.97,7.703,170.36,178.49,15.96,33.17,25.39,15.28,33.72,22.96,73.81,42.35,19.8,76.11,345.61,972.0,13.0,0.0,0.0,0.0,10.18,2.16,7.060835702,2020-07-06,2020,VERANO
AL41,07/07/2020,1.82,7.624,157.34,179.29,14.74,34.02,25.58,14.17,34.51,11.8,72.89,42.21,10.49,76.56,348.0,988.0,12.0,0.0,0.0,0.0,9.79,2.24,7.188138745,2020-07-07,2020,VERANO
AL41,08/07/2020,2.32,8.6,200.44,59.12,19.32,32.56,26.0,18.58,33.29,27.1,84.6,54.68,25.36,85.8,282.71,921.0,11.0,0.0,0.0,0.0,14.98,1.75,6.498414198,2020-07-08,2020,VERANO
AL41,09/07/2020,2.36,9.15,204.09,39.33,19.38,32.6,25.92,19.08,33.46,29.56,86.42,53.89,27.45,87.6,338.25,1044.0,12.0,2.4,0.0,0.0,14.72,1.76,7.058790635,2020-07-09,2020,VERANO
AL41,10/07/2020,1.91,9.07,165.44,126.91,16.68,33.37,25.85,15.75,34.22,29.49,77.18,52.74,27.45,79.63,349.36,967.0,12.0,0.0,0.0,0.0,14.39,1.83,6.943941011,2020-07-10,2020,VERANO
AL41,11/07/2020,1.96,9.51,169.01,113.99,18.54,34.46,26.29,17.6,35.03,22.36,85.52,51.91,19.93,86.9,345.88,957.0,13.0,0.0,0.0,0.0,14.14,1.94,7.230568254,2020-07-11,2020,VERANO
AL41,12/07/2020,2.23,8.15,192.58,42.21,20.12,32.01,25.71,19.59,32.58,28.48,82.77,54.99,26.31,85.2,259.94,1060.0,10.0,1.5,0.0,0.0,15.06,1.66,6.110822351,2020-07-12,2020,VERANO
AL41,13/07/2020,2.26,9.07,195.15,63.4,17.06,33.67,25.87,16.36,34.39,27.29,86.9,54.35,24.58,88.6,341.66,957.0,12.0,0.0,0.0,0.0,14.51,1.82,7.153402984,2020-07-13,2020,VERANO
AL41,14/07/2020,1.42,6.821,123.03,93.26,19.66,28.07,23.86,18.61,28.81,47.3,82.57,68.83,43.24,85.5,174.94,972.0,9.0,2.5,0.0,0.0,17.56,0.98,3.821906376,2020-07-14,2020,VERANO
AL41,15/07/2020,1.83,9.35,158.06,69.01,17.78,31.27,24.46,16.86,31.94,31.54,90.13,61.03,29.85,90.8,296.66,1255.0,12.0,0.0,0.0,0.0,15.36,1.4,5.923976444,2020-07-15,2020,VERANO
AL41,16/07/2020,2.03,8.37,175.75,84.52,17.22,31.75,24.65,16.32,32.41,30.18,83.28,55.23,28.84,84.4,334.53,1054.0,12.0,0.0,0.0,0.0,13.96,1.63,6.599990019,2020-07-16,2020,VERANO
AL41,17/07/2020,2.2,8.27,189.68,168.0,16.61,30.82,24.23,16.15,31.5,33.81,80.87,58.46,29.44,82.2,334.28,1008.0,12.0,0.0,0.0,0.0,14.7,1.46,6.508308501,2020-07-17,2020,VERANO
AL41,18/07/2020,1.89,7.879,163.12,155.05,18.79,31.35,24.9,18.0,31.94,33.02,83.13,60.62,31.37,84.3,338.01,1044.0,12.0,0.0,0.0,0.0,15.97,1.41,6.479747271,2020-07-18,2020,VERANO
AL41,19/07/2020,2.04,7.879,175.94,168.7,17.79,32.35,25.35,17.2,33.12,27.33,83.75,56.37,24.99,85.2,333.57,962.0,12.0,0.0,0.0,0.0,14.85,1.65,6.730206722,2020-07-19,2020,VERANO
AL41,20/07/2020,2.13,8.43,183.68,98.89,17.83,33.97,26.54,17.09,34.86,28.4,79.01,51.38,26.91,80.0,333.07,957.0,12.0,0.0,0.0,0.0,14.55,1.95,7.024236655,2020-07-20,2020,VERANO
AL41,21/07/2020,2.59,7.115,223.91,29.05,19.98,34.14,27.04,19.38,34.93,17.9,80.62,49.41,14.37,83.4,337.85,1116.0,12.0,0.0,0.0,0.0,13.72,2.08,7.796423716,2020-07-21,2020,VERANO
AL41,22/07/2020,2.41,9.15,207.88,31.26,20.64,33.13,26.75,19.93,33.92,30.45,75.96,49.39,28.7,78.38,328.9,952.0,12.0,0.0,0.0,0.0,14.49,1.96,7.151326237,2020-07-22,2020,VERANO
AL41,23/07/2020,1.8,8.09,155.65,156.21,17.23,33.44,25.78,16.49,33.98,33.3,71.77,51.02,31.29,73.92,334.76,957.0,12.0,0.0,0.0,0.0,14.11,1.85,6.63301898,2020-07-23,2020,VERANO
AL41,24/07/2020,2.01,8.6,173.91,177.42,18.28,33.29,25.87,17.53,34.07,37.57,73.75,56.53,35.1,77.66,325.45,1080.0,12.0,0.0,0.0,0.0,16.15,1.62,6.611094365,2020-07-24,2020,VERANO
AL41,25/07/2020,1.87,7.487,161.62,107.21,18.3,35.0,26.85,17.53,35.79,25.13,71.39,49.95,23.8,75.07,331.63,957.0,12.0,0.0,0.0,0.0,14.42,2.06,7.021642225,2020-07-25,2020,VERANO
AL41,26/07/2020,2.12,8.68,183.29,76.35,18.42,37.12,27.93,17.39,37.78,22.59,75.38,47.55,17.33,80.5,337.47,962.0,12.0,0.0,0.0,0.0,14.02,2.38,7.665376226,2020-07-26,2020,VERANO
AL41,27/07/2020,1.97,7.624,170.23,56.62,21.21,36.23,28.23,20.59,37.85,18.14,80.28,46.08,16.93,83.1,293.88,1252.0,12.0,0.0,0.0,0.0,13.73,2.41,7.018730186,2020-07-27,2020,VERANO
AL41,28/07/2020,1.85,8.23,159.67,97.32,20.97,36.38,28.98,20.15,37.14,22.43,80.48,43.32,19.29,81.3,325.95,941.0,12.0,0.0,0.0,0.0,14.14,2.51,7.143260235,2020-07-28,2020,VERANO
AL41,29/07/2020,2.41,9.74,207.97,101.86,20.15,36.89,28.22,19.55,37.44,24.35,85.58,54.74,22.93,87.0,319.13,941.0,12.0,0.0,0.0,0.0,16.89,2.02,7.621609845,2020-07-29,2020,VERANO
AL41,30/07/2020,2.03,8.94,175.55,103.03,22.92,36.44,28.58,22.11,37.48,26.62,69.36,49.69,23.5,72.17,307.92,921.0,12.0,0.0,0.0,0.0,16.05,2.22,7.240308929,2020-07-30,2020,VERANO
AL41,31/07/2020,1.91,7.526,165.39,182.63,18.9,36.81,28.67,17.93,37.65,27.38,74.05,49.36,23.98,77.82,315.39,941.0,12.0,0.0,0.0,0.0,15.93,2.32,7.017175482,2020-07-31,2020,VERANO
AL41,01/08/2020,1.41,11.82,121.95,160.14,20.89,38.52,28.65,20.29,39.46,24.97,80.87,57.56,18.48,83.6,241.94,983.0,10.0,2.0,0.0,0.0,18.17,2.04,5.891256828,2020-08-01,2020,VERANO
AL41,02/08/2020,2.25,8.37,194.09,148.23,19.37,34.67,28.18,18.74,35.6,25.81,88.3,61.02,19.33,89.2,313.07,931.0,12.0,0.0,0.0,0.0,18.66,1.82,6.913547108,2020-08-02,2020,VERANO
AL41,03/08/2020,2.04,8.94,176.42,103.17,23.16,34.47,27.55,22.04,35.36,29.54,86.12,65.27,25.39,87.8,275.88,1085.0,10.0,0.0,0.0,0.0,19.73,1.44,6.37362775,2020-08-03,2020,VERANO
AL41,04/08/2020,2.31,8.78,199.52,153.89,23.47,31.94,26.99,22.94,32.58,41.86,80.25,65.14,38.82,81.2,284.17,1080.0,11.0,0.0,0.0,0.0,19.44,1.35,6.134873635,2020-08-04,2020,VERANO
AL41,05/08/2020,1.87,8.11,161.83,134.43,19.72,33.12,26.48,18.91,34.02,32.46,82.37,57.8,29.34,84.8,323.29,959.0,12.0,0.0,0.0,0.0,16.64,1.67,6.455908559,2020-08-05,2020,VERANO
AL41,06/08/2020,2.01,8.68,174.08,86.12,18.34,33.65,26.3,17.57,34.19,28.19,80.69,54.69,27.04,83.5,321.1,952.0,12.0,0.0,0.0,0.0,15.3,1.8,6.650332066,2020-08-06,2020,VERANO
AL41,07/08/2020,1.8,7.624,155.39,168.23,17.26,34.99,26.52,16.36,35.94,18.22,72.05,44.7,16.02,76.06,324.09,977.0,12.0,0.0,0.0,0.0,11.57,2.27,6.83706979,2020-08-07,2020,VERANO
AL41,08/08/2020,1.61,8.27,138.81,159.74,16.13,36.9,26.99,15.15,37.85,11.7,64.58,40.27,10.28,68.33,320.24,962.0,12.0,0.0,0.0,0.0,10.15,2.56,6.872247903,2020-08-08,2020,VERANO
AL41,09/08/2020,1.68,7.722,144.91,132.66,18.25,37.33,28.21,17.71,37.92,13.67,66.9,39.09,12.21,72.5,320.87,957.0,12.0,0.0,0.0,0.0,10.61,2.79,7.020897491,2020-08-09,2020,VERANO
AL41,10/08/2020,1.97,8.76,170.23,45.87,18.55,37.4,27.84,17.23,38.12,16.93,71.32,43.75,14.16,76.11,299.51,972.0,12.0,0.0,0.0,0.0,12.36,2.51,7.16973321,2020-08-10,2020,VERANO
AL41,11/08/2020,3.48,8.94,300.7,49.37,21.74,33.39,27.65,21.2,34.03,31.1,78.01,57.5,28.63,79.04,257.12,1052.0,11.0,0.6,0.0,0.0,17.8,1.71,7.049903795,2020-08-11,2020,VERANO
AL41,12/08/2020,3.12,9.76,269.77,145.79,21.85,32.58,26.95,20.96,33.22,42.05,66.83,52.31,39.26,70.78,308.64,1024.0,11.0,0.0,0.0,0.0,16.16,1.78,7.050788216,2020-08-12,2020,VERANO
AL41,13/08/2020,1.96,8.6,169.46,174.65,18.53,34.77,26.49,17.9,35.56,23.18,75.14,49.83,19.52,79.78,316.32,946.0,12.0,0.0,0.0,0.0,13.91,2.02,6.791099222,2020-08-13,2020,VERANO
AL41,14/08/2020,2.28,9.27,197.15,143.61,15.48,33.45,25.15,14.75,34.29,21.34,78.5,53.85,13.29,80.5,323.69,988.0,12.0,0.0,0.0,0.0,13.74,1.78,6.905913142,2020-08-14,2020,VERANO
AL41,15/08/2020,1.87,8.62,161.51,156.79,15.44,32.18,24.37,14.78,32.88,28.09,80.28,58.8,25.94,82.8,317.91,962.0,12.0,0.0,0.0,0.0,14.69,1.52,6.15971011,2020-08-15,2020,VERANO
AL41,16/08/2020,2.11,8.23,182.65,230.51,19.36,33.96,26.32,17.9,34.82,15.04,78.11,36.8,13.35,86.0,323.45,967.0,12.0,0.0,0.0,0.0,8.52,2.42,7.021636113,2020-08-16,2020,VERANO
AL41,17/08/2020,2.36,11.49,203.92,197.77,17.4,35.07,26.46,16.2,35.69,13.4,59.7,29.97,11.87,63.64,322.0,967.0,12.0,0.0,0.0,0.0,5.63,2.71,7.55054022,2020-08-17,2020,VERANO
AL41,18/08/2020,2.05,7.526,176.71,170.2,14.64,35.24,26.07,13.1,36.23,14.33,54.58,34.9,12.58,59.55,288.7,1144.0,12.0,0.0,0.0,0.0,8.19,2.52,6.818228526,2020-08-18,2020,VERANO
AL41,19/08/2020,1.59,6.742,137.09,175.5,15.16,34.21,25.58,14.54,34.86,18.37,65.63,41.82,15.14,68.53,302.16,931.0,12.0,0.0,0.0,0.0,10.28,2.26,6.121097193,2020-08-19,2020,VERANO
AL41,20/08/2020,1.68,6.507,145.4,160.4,16.74,35.3,26.53,15.96,35.97,17.41,72.08,42.82,15.48,75.19,271.02,1124.0,11.0,0.0,0.0,0.0,11.26,2.32,6.07998215,2020-08-20,2020,VERANO
AL41,21/08/2020,1.88,7.644,162.58,174.82,19.53,33.96,26.99,19.08,34.8,24.13,79.5,52.09,21.69,81.0,293.02,910.0,11.0,0.0,0.0,0.0,15.11,1.92,6.241188799,2020-08-21,2020,VERANO
AL41,22/08/2020,2.34,9.47,201.79,124.53,17.43,37.44,27.66,16.39,38.29,17.52,82.9,47.16,14.63,83.9,303.4,926.0,12.0,0.0,0.0,0.0,13.74,2.26,7.409042564,2020-08-22,2020,VERANO
AL41,23/08/2020,2.13,8.21,183.63,86.9,21.51,32.68,27.1,20.69,33.46,40.28,84.37,64.06,37.84,85.6,237.24,1198.0,11.0,0.0,0.0,0.0,19.18,1.44,5.349753946,2020-08-23,2020,VERANO
AL41,24/08/2020,1.53,7.899,132.02,137.38,21.65,32.57,26.81,20.73,33.25,35.67,79.0,61.41,33.28,81.2,251.82,1106.0,11.0,0.0,0.0,0.0,18.21,1.5,5.202434926,2020-08-24,2020,VERANO
AL41,25/08/2020,1.65,7.193,142.41,181.28,17.74,34.42,26.45,16.8,35.19,29.76,82.65,59.71,27.92,85.6,297.33,916.0,12.0,0.0,0.0,0.0,16.98,1.66,5.930572959,2020-08-25,2020,VERANO
AL41,26/08/2020,1.66,8.41,143.57,186.48,18.4,37.2,27.58,17.9,37.85,15.62,89.15,59.09,14.46,90.1,297.75,921.0,11.0,0.0,0.0,0.0,16.31,1.98,6.463555075,2020-08-26,2020,VERANO
AL41,27/08/2020,2.3,9.51,198.37,165.36,17.05,35.07,26.57,16.06,35.71,22.73,81.47,49.64,19.42,83.8,287.44,895.0,11.0,0.0,0.0,0.0,13.46,2.13,6.642204216,2020-08-27,2020,VERANO
AL41,28/08/2020,1.69,8.27,146.37,167.42,17.21,32.68,24.98,16.53,33.52,38.75,81.23,60.02,34.97,83.0,263.04,977.0,10.0,0.0,0.0,0.0,16.2,1.43,5.237574642,2020-08-28,2020,VERANO
